(Não Modificar) Conta;(Não Modificar) Soma de Verificação da Linha;(Não Modificar) Data de Modificação;ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Outro Telefone;Ticket Médio;Toddle
53686e1c-fb95-ee11-be37-000d3a889d88;IoOgQiVSKs4r6p4E0a5Lk2PQq19K+BHXnS1XIaQq7/n80eWaaRtmyY1AiMJtqXx8NsPPo8xE4YTl0HEzl6yHbg==;01/11/2025 08:03;138;Maple Bear Sertãozinho - Centro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;34198956000161;Rua Antonio Bianconi;Centro;14160810;Sertãozinho;SP;Sudeste;1639458220;sertaozinho@maplebear.com.br;HALIFAX SISTEMA DE ENSINO CANADENSE LTDA;HALIFAX;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Potente;;1896,82;
6f686e1c-fb95-ee11-be37-000d3a889d88;dF9KUA/CWXRots9iRvDkj8/Cg2KZhsyJfCtfRi9WpL+rggRfeQ34XHKSHMs0/ao9J8IUmru49ubNX41Ec6lwHA==;01/11/2025 08:03;76;Maple Bear Aracaju - Treze De Julho I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;11105217000182;R ALVARO BRITO;Treze De Julho;49020400;Aracaju;SE;Nordeste;7932137523;aracaju@maplebear.com.br;ESCOLA CANADENSE BILINGUE LTDA;MAPLE BEAR CANADIAN ELEMENTARY SCHOOL;Ativa;Agendado;🔴;Year 9;Avanço Year 10;Desenvolvimento;;2233,31;
c2686e1c-fb95-ee11-be37-000d3a889d88;bpAe86UwoPx9I+pexb8KhQpPZO16+I3F+3nc1MTGzmjN9jshtt2VKvZQSqP2UMph/25UnYpQwL8BZx73h5FB4w==;04/11/2025 14:44;29;Maple Bear Contagem - Três Barras I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;33908214000110;Rua Natal Verones;Três Barras;32041090;Contagem;MG;Sudeste;3198569766;contagem@maplebear.com.br;FARJ EDUCACAO LTDA;MAPLE BEAR CONTAGEM;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Potente;;2409,31;
de686e1c-fb95-ee11-be37-000d3a889d88;8MveYkz9Wj2ER9aCdEffarXUTbkSr2rV9dARPWYGPZ6a1eoPZq49T9hV7vA5ZfYWgNwAKA23c4t6EykByei/cA==;01/11/2025 08:03;151;Maple Bear Imperatriz - Três Poderes I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;12308379000180;Rua Dom Cesário;Três Poderes;65903083;Imperatriz;MA;Nordeste;9935824647;miriam.ribeiro@maplebear.com.br;MIRIAM REIS RIBEIRO LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 2;Avanço Year 03;Potente;;1861,19;
fb686e1c-fb95-ee11-be37-000d3a889d88;oWVmPMrf6dvAeq8b/QCc8xiQj6Mij95mioXNh4VEMgG47qKjeCJGuJ+0SwSxSSheafcS16kOkbuWtodxUEjfIQ==;01/11/2025 08:03;71;Maple Bear Porto Alegre - Iguatemi;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;15458345000160;Rua Doutor João Simplício Alves de Carvalho;Vila Ipiranga;91360260;Porto Alegre;RS;Sul;5132246687;admfin.portoalegre@maplebear.com.br;ESCOLA CANADENSE DE EDUCACAO LTDA;ESCOLA CANADENSE BILINGUE DE EDUCACAO INFANTIL LTDA;Ativa;Agendado;🔴;Year 6;Avanço Year 07;Desenvolvimento;;3247,30;
17696e1c-fb95-ee11-be37-000d3a889d88;hX2cBD+fPkoeMoBJ1IRvWUBAehMtcLh/o2+bFN4wWx2LxgzIt8Oa3xMLrdtQuJjtZvsll1DXR801VnkaSjHqFQ==;23/09/2025 21:55;56;Maple Bear Rio De Janeiro - Barra Da Tijuca I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;12975982000116;Rua Martinho De Mesquita;Barra Da Tijuca;22620220;Rio De Janeiro;RJ;Sudeste;2134866466;barradatijuca@maplebear.com.br;ESCOLA CANADENSE DO RIO DE JANEIRO LTDA;RJ RIO DE JANEIRO - BARRA DA TIJUCA I;Ativa;Concluído;🔴;;Não avança;Potente;;;
33696e1c-fb95-ee11-be37-000d3a889d88;fYloF9a4Mhot/6t0Diw7L8M4ev8+BURO6ej7J+Av+9VspgYPKeES5p5A98dV9v3m98U3KN8CikzB4unJnqUv0w==;01/11/2025 08:03;255;Maple Bear Rio De Janeiro - Gávea I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;36671129000179;Rua Major Rúbens Vaz;Gávea;22470070;Rio De Janeiro;RJ;Sudeste;2135077493;secretaria.gavea@maplebear.com.br;ESCOLA CANADENSE DA GAVEA PROFESSORA DILMA NASCIMENTO GRANEIRO LTDA;MAPLE BEAR RIO DE JANEIRO - GAVEA;Ativa;Concluído;🔴;Year 2;Avanço Year 03;Potente;;3618,07;
51696e1c-fb95-ee11-be37-000d3a889d88;vmMqPW6GHjZ5JeYnyUp8uCfEbQ/EacWCv8J9I+5YNSlxG/97fzF3Bo2ovXtYlYJRKtpzSA20zulE44WIHhYchQ==;23/09/2025 21:56;60;Maple Bear Rio De Janeiro - Ilha Do Governador I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;22061254000152;Rua Orestes Barbosa;Jardim Guanabara;21940375;Rio De Janeiro;RJ;Sudeste;2138273737;ilha@maplebear.com,br;ESCOLA CANADENSE DA ILHA LTDA;MAPLE BEAR ILHA;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Potente;;2331,10;
6f696e1c-fb95-ee11-be37-000d3a889d88;GtmPCvMgF3f50EyiH6eAX7H6nk9RbwTi+gVt1jLfmYimngnuDeP3mDqRWhl+PQDig7lRbNFg442x9X/1BL3TWA==;01/11/2025 08:03;63;Maple Bear Rio De Janeiro - Vila Valqueire I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;33486589000139;Avenida Jambeiro;Vila Valqueire;21330300;Rio De Janeiro;RJ;Sudeste;2130423966;valqueire@maplebear.com.br;ESCOLA BILINGUE UNIVERSAL LTDA;MAPLE BEAR VALQUEIRE;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;;2063,00;
8b696e1c-fb95-ee11-be37-000d3a889d88;D9U+zPGRxFrJnGYBgd/pi0n9xboEOPM/dtWWwWrBOaY7XNsT1a0MFM8G16g2Kypt3bUf5+z9L3cGqCrsVhwbPw==;01/11/2025 08:03;108;Maple Bear Santo André - Campestre I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;17405513000185;Rua Jaguará;Campestre;09070590;Santo André;SP;Sudeste;1144216446;santoandre@maplebear.com.br;ESCOLA CANADENSE ENSINO BILINGUE LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Desenvolvimento;;2833,43;
a7696e1c-fb95-ee11-be37-000d3a889d88;4+fqM/Yv0d61HxVTxo1Df1MtRB867h4OYfG5/k892s9yj2LjZR1ZcokopnAeKH6Yg7nK8rO52042fquS66y8lQ==;01/11/2025 08:03;651;Maple Bear São Carlos I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;46365692000172;Avenida Brasilino Damha;Condomínio Village São Carlos Iv;13565440;São Carlos;SP;Sudeste;1138331400;alexandre.acaldighieri@maplebear.com.br;CENTRO EDUCACIONAL BLUEFIELD LTDA.;MAPLE BEAR SAO CARLOS;Ativa;Agendado;🟢;Year 2;Avanço Year 03;Desenvolvimento;;2133,27;
c3696e1c-fb95-ee11-be37-000d3a889d88;up3c486ZqXFpy5Pz/H/WSGPXAoQtpA/hVrlXOWD6omPbrVGrcNxuFk4eUSigvb86LM50TxpOcXkMbG2afXsUAQ==;01/11/2025 08:03;122;Maple Bear São Paulo - Jardins I ;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;36195301000165;Rua Doutor Fláquer;Paraíso;04006010;São Paulo;SP;Sudeste;1146373232;jardins@maplebear.com.br;ASSOCIACAO EDUCACIONAL CANADENSE DE SAO PAULO;MAPLE BEAR JARDINS;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Desenvolvimento;;3701,03;
fc696e1c-fb95-ee11-be37-000d3a889d88;lLFzPWcJNKeF5TBNns+Ig70utf7fYDY6sI2O3qgJJmpH8AvXRyGIh+5876zu3fnrMhodsHwdJwPEl6La9wpSsg==;01/11/2025 08:04;65;Maple Bear Teresópolis - Bom Retiro I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;33524776000160;Rua Tenente Luiz Meirelles;Bom Retiro;25954000;Teresópolis;RJ;Sudeste;2127424000;teresopolis@maplebear.com.br;ESCOLA BILINGUE SERRANA LTDA;MAPLE BEAR TERESOPOLIS;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;;1900,00;
186a6e1c-fb95-ee11-be37-000d3a889d88;sCDnYEKYHbkzXn6GNr8DXNwUvDv1/0RfvXxqWmPlliNeQxVtXvyu3VC7jYXaHyDqfdPRWUwUlBHlgtjLKVfSdA==;01/11/2025 08:04;144;Maple Bear Vinhedo - Bosque I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;26273070000107;Alameda Itatinga;Joapiranga;13278480;Valinhos;SP;Sudeste;1938692566;contato@maplebearvinhedo.com.br;ESCOLA CANADENSE DE VINHEDO LTDA;MAPL E BEAR CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Potente;;2751,08;
346a6e1c-fb95-ee11-be37-000d3a889d88;n57UNKKR15NULU8YdEbQCpsN2NqVkFTAIUhPnlmfU/OlyRRDdyOkhjSE25vx+x3NPCezeB7ylqVovZ0DLggYEQ==;01/11/2025 08:04;82;Maple Bear Bauru - Vila Aviação I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;26346959000177;Rua Severino Lins;Vila Aviação;17018600;Bauru;SP;Sudeste;1491237635;bauru@maplebear.com.br;CENTRO EDUCACIONAL GREENFIELD LTDA.;MAPLE BEAR BAURU;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Desenvolvimento;;2068,53;
526a6e1c-fb95-ee11-be37-000d3a889d88;/k7gX5i2Pu3XMrhbzryKT0+RNru0fL/xZbp2GF1EJZcxoRW3z67wG+of4Wtag9gTUyxel3z62g+yTlz2s72xBg==;01/11/2025 08:04;70;Maple Bear Boa Vista - Caçari I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;29665547000198;Avenida Ville Roy;0;69307725;Boa Vista;RR;Norte;9581045727;boavista@maplebear.com.br;R. C. Educação Ltda;MAPLE BEAR - BOA VISTA;Ativa;Agendado;🔴;Year 5;Avanço Year 06;Desenvolvimento;;1752,69;
6e6a6e1c-fb95-ee11-be37-000d3a889d88;9g//dWXU2hENA2abTmBybfPBzrxU8XMRHVL6O5x6AyQZJmyBqXqOErhaAl9BEoeV6yME5KLBWq3wlTwZIzqGXw==;01/11/2025 08:04;265;Maple Bear Feira De Santana - Subaé I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;29247834000188;Avenida Deputado Luís Eduardo Magalhães;Subaé;44079002;Feira De Santana;BA;Nordeste;7521029101;anna.ribeiro@maplebear.com.br;CAJUEIRO CENTRO EDUCACIONAL LTDA;MAPLE BEAR FEIRA DE SANTANA;Ativa;Agendado;🔴;Year 7;Avanço Year 08;Alerta;;2997,09;
8a6a6e1c-fb95-ee11-be37-000d3a889d88;6mcnSr5sDYtQi7tidPz9+Q2lssyFZn/rgCZd3/hlxChRMAOgFTO3O0SsWLlA63OJu3HFSR//40Q+CCcbK4EVwg==;01/11/2025 08:04;31;Maple Bear Itabira - Quatorze De Fevereiro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;33660237000158;Rua Juca Machado;Quatorze De Fevereiro;35900239;Itabira;MG;Sudeste;3198778282;itabira@maplebear.com.br;MAPLE BEAR CENTRO DE ENSINO LTDA;MAPLE BEAR ITABIRA;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Potente;;1457,00;
ab6a6e1c-fb95-ee11-be37-000d3a889d88;nnSTkk7tLnArZRijPwVClcXx3cdojsj9l2v8hAvXrMZ9KD0ylqISnmKJn2glIvIIQ22sPGK1edct2eD5tWyY1A==;03/11/2025 18:12;259;Maple Bear Itatiaia - Penedo;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;38057946000167;Avenida Ataulfo de Paiva;Leblon;22440032;Rio de Janeiro;RJ;Sudeste;2492588648;penedo@maplebear.com.br;MB PENEDO LTDA;MAPLE BEAR PENEDO;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;;2063,83;
c76a6e1c-fb95-ee11-be37-000d3a889d88;f/+JYwZhfXJqH20AxIJx+T0HXbU1b6HMq2BanZyLX3iztGAckba1zwkNpASSKPuexfOtmGjMbAmxZ1yaQ4y2gw==;01/11/2025 08:04;694;Maple Bear Jaraguá Do Sul - Vila Baependi I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;49763812000188;Rua Professora Adélia Fischer;Vila Baependi;89256400;Jaraguá Do Sul;SC;Sul;4796160115;BARBARALC@JGS.MAPLEBEAR.COM.BR;MBJS SERVICOS LTDA;MAPLE BEAR JARAGUA;Ativa;Concluído;🔴;Year 1;Avanço Year 02;Potente;;1900,64;
e26a6e1c-fb95-ee11-be37-000d3a889d88;FM+9E4RiwzrteuCQRBb6IO+3vUIX1ccc82g7LSAIytMrWIHkT/95DgOsfXigNYHjbt7GmjDgq1jvAh97O1LmcQ==;01/11/2025 08:04;49;Maple Bear Londrina - Nikko I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;16509363000197;Rua Doutor Carlos Da Costa Branco;Jardim Nikko;86047070;Londrina;PR;Sul;4333266726;londrina@maplebear.com.br;ANDREA PIZAIA ORNELLAS LTDA;MAPLE BEAR LONDRINA;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Desenvolvimento;;2610,54;
fe6a6e1c-fb95-ee11-be37-000d3a889d88;HZx+M6s5gD0Mr5Fo4u4qydmKscKTgN7x19j/J3NuAvrDYWE779Utzq+sTo1KKH8eaItFDjjIAx0XXPEb4QzKUw==;01/11/2025 08:04;279;Maple Bear Macaé - Vale Encantado II;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;26363042000180;Rua José Vicente Soriano De Oliveira;Vale Encantado;27933372;Macaé;RJ;Sudeste;2227735067;macae@maplebear.com.br;ATD SERVICOS EDUCACIONAIS LTDA;MAPLE BEAR CANADIAN SCHOOL MACAE;Ativa;Agendado;🔴;Year 9;Avanço Year 09;Desenvolvimento;;2151,85;
1a6b6e1c-fb95-ee11-be37-000d3a889d88;w4ajKNal3d/4TELsl7OGpfF9U70DfvRfS2aUXr36T2iA5sShHJodfkQXxWSOngoXq7Gy3q32PVpq8V0JDROyJw==;01/11/2025 08:04;112;Maple Bear São José Do Rio Preto - Jardim Francisco Fernandes I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;13103655000137;Avenida Presidente Juscelino Kubitschek de Oliveira;Jardim Moysés Miguel Haddad;15093215;São José do Rio Preto;SP;Sudeste;1732338892;golfe@maplebear.com.br;BRITISH COLUMBIA LTDA;;Ativa;Agendado;🟢;Year 12;Cumpre todos os segmentos;Desenvolvimento;;2220,11;
376b6e1c-fb95-ee11-be37-000d3a889d88;nFtlmDKh4pvxlT5dz/YDCg0iWqte5rBHgv4Z/FHCRoAxuv9E4CHMgiMQeINIzMYOUZ0qdJ4VCbmUm6etBOi9gQ==;01/11/2025 08:04;289;Maple Bear São Paulo - Tatuapé I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;60597044003279;Rua Professor Pedreira de Freitas;Tatuapé;03312052;São Paulo;SP;Sudeste;1138732911;ADRIANO.ARRUDA@LIGASOLIDARIA.ORG.BR;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;COLEGIO SANTA AMALIA MAPLE BEAR I - ENSINO BILINGUE;Ativa;Agendado;🔴;;Essa unidade só atua no infantil;Desenvolvimento;;3024,19;
536b6e1c-fb95-ee11-be37-000d3a889d88;77dBOdDpMubIehF6AxOj7LuwnQXjg7vB2qIJQgb6Gp/hIBxym67mJjKucr53BlmYSYqJ54C9nkwQTVbmqIgS8Q==;01/11/2025 08:04;133;Maple Bear São Paulo - Vila Madalena I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;31591122000123;Rua Purpurina;Sumarezinho;05435030;São Paulo;SP;Sudeste;1196182508;secretaria.vilamadalena@maplebear.com.br;MAPLE DA VILA ENSINO BILINGUE LTDA;MAPLE DA VILA;Ativa;Agendado;🔴;SK;Avanço Year 01;Alerta;;2900,00;
706b6e1c-fb95-ee11-be37-000d3a889d88;xi6o3WSZOg1/eve+CU5YzhKLoLeYOm/KawNB7hLlssF0Y9J1IrfONs+AFzoHE70lCpzXjyecfHRVQJ7pmgO31A==;23/09/2025 21:59;301;Maple Bear Sorocaba - Boa Vista II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;28038526000180;Rua Sérgio Lamarca;Jardim São Carlos;18046370;Sorocaba;SP;Sudeste;1532433926;sorocaba@maplebear.com.br;D.A.V. Zanella Eireli;SP SOROCABA - JARDIM DO PAÇO;Ativa;Concluído;🔴;Year 2;Avanço Year 03;Potente;;2797,00;
8f6b6e1c-fb95-ee11-be37-000d3a889d88;r9bfXg+hVXe6Mqx/9fi9nEB6TZb4sk3aZOeSqxxK/s4dTGonWvKYYLMwCglry5TJzHhKozQVVLgpq3VRNjO7NA==;01/11/2025 08:04;37;Maple Bear Uberlândia - Vigilato Pereira I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;18188400000138;Rua Antônio Corrêa Júnior;Vigilato Pereira;38408442;Uberlândia;MG;Sudeste;3432230655;uberlandia@maplebear.com.br;LEBARU EMPREENDIMENTOS ESCOLARES S/S LTDA;;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Alerta;;2069,17;
ae6b6e1c-fb95-ee11-be37-000d3a889d88;a+6DpBCZxUgVMcAB1SUavmurtYXiyngtnggNdNZfviyEbJprjlBe6Sk+rXmHTTng51ooWw5C20kmwKqOj2etug==;01/11/2025 08:05;147;Maple Bear Araras - Jardim Piratininga I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;35662321000136;Avenida Maria Aparecida Muniz Michielin;Jardim Piratininga;13604085;Araras;SP;Sudeste;1935242505;araras@maplebear.com.br;SAKAMOTO & SAKAMOTO ESCOLA BILINGUE DE EDUCACAO INFANTIL LTDA;;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Desenvolvimento;;2112,95;
ca6b6e1c-fb95-ee11-be37-000d3a889d88;bWFstqkmggLSz0aoMIOJYzZjdIMtuut8iGEeiZmICQy4wYeZb/3Ms1ow3usCGNmyeSyayK6oHTc4U54oqxqMVg==;01/11/2025 08:05;38;Maple Bear Campo Grande - Jardim São Bento I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;23649938000132;Avenida Rodolfo José Pinho;Jardim São Bento;79004690;Campo Grande;MS;Centro-Oeste;6730142939;campogrande@maplebear.com.br;GDI COMPLEXO EDUCACIONAL LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Potente;;1798,95;
026c6e1c-fb95-ee11-be37-000d3a889d88;PCCiFYqTzO9fVfNQSn9ePGDqblzwwb5XceYJ9SYMjBDmmMMqadyL5tU4bGax3Rd43Rvh1uifq2yjG5DWW1SKCA==;01/11/2025 08:05;24;Maple Bear Goiânia - Marista I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;11436205000211;Rua 1130;Setor Marista;74180090;Goiânia;GO;Centro-Oeste;6232854560;goiania@maplebear.com.br;ESCOLA CANADENSE DE GOIANIA LTDA;ESCOLA CANADENSE DE GOIANIA;Ativa;Concluído;🟢;Year 10;Avanço Year 11;Alta Performance;;1903,96;
14b46622-fb95-ee11-be37-000d3a889d88;aZjhCeRszqCSHENjYYhsU5owYYX1tdBc1Jngy6xlUYlIVKvLduyE74Er+0Dw4CpKAoKj2LgfxY1EF0AWmXbFvw==;01/11/2025 08:05;120;Maple Bear Granja Viana - Cotia Jardim Lambreta I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;13394749000102;Rua Monte Castelo;Jardim Lambreta;06710675;Cotia;SP;Sudeste;1147027295;ADMINISTRACAO.GRANJAVIANA@MAPLEBEAR.COM.BR;CENTRO EDUCACIONAL BILINGUE LTDA;MAPPLE BEAR GRANJA VIANA;Ativa;Agendado;🔴;Year 12;Cumpre todos os segmentos;Desenvolvimento;;2832,91;
30b46622-fb95-ee11-be37-000d3a889d88;w/pV1/7AC5cuq01QQp1tbi8aBFZb/22hAvT9qkJjH87RpNk7ofot7VjlGfb5nGbFD038bHShCUEP7ACQkG7CUg==;01/11/2025 08:05;92;Maple Bear Itatiba - Residencial Fazenda Rosa I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;33667526000189;Avenida Carmelo Scarparo;Residencial Fazenda Santa Rosa;13255472;Itatiba;SP;Sudeste;1145244197;contato.itatiba@maplebear.com.br;TIKONIKOS PARTICIPACOES LTDA;MAPLE BEAR ITATIBA;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;;1616,48;
4cb46622-fb95-ee11-be37-000d3a889d88;JTnqDtIhvIpBHPmRTfSCyvzxCOxFFvQ44oe598DyohX0Fn/E9iXKeP6Zn8b/6j449L/x4BM5n5RD8qTj0aBK4A==;01/11/2025 08:05;615;Maple Bear Ji-Paraná - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;46652021000192;Avenida Marechal Rondon;Centro;76900057;Ji-Paraná;RO;Norte;6932161515;PORTOVELHO@MAPLEBEAR.COM.BR;HOLANDA E CIA LTDA;MAPLE BEAR JI-PARANA;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Alta Performance;;1579,34;
67b46622-fb95-ee11-be37-000d3a889d88;/suzvwe5BRN+YTyG0hJ7jPkkixpKLdjgPyaUA2c4VlqDqoolTc79A3wwttfRFywLWU8pHCGsTL+N3fVGmLBVoQ==;01/11/2025 08:05;94;Maple Bear Jundiaí - Jardim Santa Teresa I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;04647728000160;Rua Comendador Gumercindo Barranqueiros;Moisés;13211410;Jundiaí;SP;Sudeste;;jundiai@maplebear.com.br;Integra - Escola De Formacao E Educacao Infantil E Fundamental S/S Ltda;SP JUNDIAÍ - JARDIM SANTA TERESA I;Inapta;Concluído;🔴;Year 11;Avanço Year 12;Desenvolvimento;;;
85b46622-fb95-ee11-be37-000d3a889d88;M3iXsx6dsR4iPAk4ZfpvjbkGvCB/LXpgnK4nVH+A/KS+IeHeAYEqe1JmZRKyPxlkcLWaSrVXQvJ6b75bMeLEtA==;01/11/2025 08:05;33;Maple Bear Montes Claros - Ibituruna I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;28798210000196;Rua Florianpolis;Ibituruna;39401384;Montes Claros;MG;Sudeste;3832146711;montesclaros@maplebear.com.br;ESCOLA CANADENSE DE MONTES CLAROS LTDA;MAPLE BEAR MONTES CLAROS;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Desenvolvimento;;1875,00;
c3b46622-fb95-ee11-be37-000d3a889d88;dx2rU0ngH011HAiLKej5ZTRdhi99Y7IB+A3Lpv3e+yxBb1KxgzSYWqD+K18MC1aAvNicX1dlA7eTgE+l4+nTmA==;01/11/2025 08:05;52;Maple Bear Ponta Grossa - Estrela I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;36986394000146;Rua Balduíno Taques;Estrela;84040000;Ponta Grossa;PR;Sul;4230280040;pontagrossa@maplebear.com.br;ESCOLA CANADENSE DE PONTA GROSSA LTDA;;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Alerta;;2165,83;
dfb46622-fb95-ee11-be37-000d3a889d88;ZC88MsrV137jOQrhwnd1Xrjhl76/lqe2Vl/rd/wQ6giU/I2VE/C1CdmfJbYdXNtWsz1+OYdkbvhuxBEsmWq0Zg==;01/11/2025 08:05;57;Maple Bear Rio De Janeiro - Botafogo I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;26480901000111;Rua Bambina;Botafogo;22251050;Rio de Janeiro;RJ;Sudeste;2131950168;secretaria@maplebearbotafogo.com.br;Escola Canadense De Botafogo Eireli;RJ RIO DE JANEIRO - BOTAFOGO I;Ativa;Concluído;🔴;;Não avança;Desenvolvimento;;3337,08;
fbb46622-fb95-ee11-be37-000d3a889d88;V/2Ekv9cjtTZUE9Ja5nOJE4260ETZXJXWskCfPi8JaJgtyQ8Rh57s5Ln96TAVfXH0kKWosKnozJ7fja1LQe7ew==;17/09/2025 15:24;284;Maple Bear São Luis - Jardim Renascença II;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;10463233000265;Avenida Do Vale;Jardim Renascença;65075660;São Luis;MA;Nordeste;9821095000;saoluis@maplebear.com.br;ESCOLA BILINGUE DO MARANHAO LTDA;MAPLE BEAR SAO LUIS;Ativa;Agendado;🔴;;Não avança;Alta Performance;;2642,22;
17b56622-fb95-ee11-be37-000d3a889d88;0O/FNLeKykURGdkOqRHI/oH5W3zZmw6IKhRTacwobH+x3IcEmFiueue7F8dgaXB4B+8Eah3JCF8MMJcT2wC/jQ==;23/09/2025 23:26;124;Maple Bear São Paulo - Mooca II;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;23146850000106;Rua Canuto Saraiva;Mooca;03113010;São Paulo;SP;Sudeste;1196182575;mooca.unidade2@maplebear.com.br;ESCOLA CANADENSE DA MOOCA LTDA;MAPLE BEAR MOOCA;Ativa;Concluído;🔴;Year 9;Avanço Year 09;Alerta;;2255,83;
34b56622-fb95-ee11-be37-000d3a889d88;B4Vec71DgF9UMFtDE/UuH2kBo+cfWrE28Qu6ypNStOWSALI1jLH2mI5kuOkYOwfEXe4dkVgl99hcSXdq9eEEwg==;01/11/2025 08:05;157;Maple Bear Valparaíso De Goiás - Parque São Bernardo I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;36633333000103;Rua da BR-040;Parque São Bernardo;72870424;Valparaíso de Goiás;GO;Centro-Oeste;6183352962;FINANCEIROM.MB@MAPLEBEAR.COM.BR;ESCOLA CANADENSE VALPARAISO LTDA;MAPLE BEAR CANADIAN SCHOOL VALPARAISO;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Alerta;;1120,19;
51b56622-fb95-ee11-be37-000d3a889d88;SwuZAqbqJAlph8jM6J1Z4j7Dgerx90Tfci3EaYN/ygmfH0IxWfBSehNwTFUD3sPwO5f9YsJSRoiq0c+0so4pvA==;01/11/2025 08:06;148;Maple Bear Barreiras - Parque Da Cidade I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;35445797000115;Avenida Transversal B;Bela Vista;47811090;Barreiras;BA;Nordeste;;barreiras@maplebear.com.br;RAVI EMPREENDIMENTOS EDUCACIONAIS LTDA;BA BARREIRAS - PARQUE DA CIDADE;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Desenvolvimento;;2403,91;
