ID da Escola;Nome da Escola;Carteira SAF;Status da Escola;Tipo de Escola;CNPJ;Logradouro Escola;Bairro Escola;CEP Escola;Cidade da Escola;Estado da Escola;Região da Escola;Telefone de Contato da Escola;E-mail da Escola;Razão Social;Nome Fantasia;Status CNPJ;Status Visita Liderança;Performance da Meta;Atual Série;Avançando de Segmento;Cluster;Ticket Médio;Toddle;Status da Escola (Repo);Cluster (Repo);Carteira SAF (Repo);CNPJ (Repo);Logradouro Escola (Repo);Bairro Escola (Repo);CEP Escola (Repo);Cidade da Escola (Repo);Estado da Escola (Repo);Região da Escola (Repo);Telefone de Contato da Escola (Repo);E-mail da Escola (Repo)
76.0;Maple Bear Aracaju - Treze De Julho I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;111052170001820;R ALVARO BRITO;Treze De Julho;49020400.0;Aracaju;SE;Nordeste;7932137523.0;aracaju@maplebear.com.br;ESCOLA CANADENSE BILINGUE LTDA;MAPLE BEAR CANADIAN ELEMENTARY SCHOOL;Ativa;Agendado;🔴;Year 9;Avanço Year 10;Desenvolvimento;2233,31;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;11105217000182.0;R ALVARO BRITO;Treze De Julho;49020400.0;Aracaju;SE;Nordeste;7932137523.0;aracaju@maplebear.com.br
29.0;Maple Bear Contagem - Três Barras I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;339082140001100;Rua Natal Verones;Três Barras;32041090.0;Contagem;MG;Sudeste;3198569766.0;contagem@maplebear.com.br;FARJ EDUCACAO LTDA;MAPLE BEAR CONTAGEM;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Potente;2409,31;;Operando;Potente;Joao Felipe Gutierrez de Freitas;33908214000110.0;Rua Natal Verones;Três Barras;32041090.0;Contagem;MG;Sudeste;3198569766.0;contagem@maplebear.com.br
151.0;Maple Bear Imperatriz - Três Poderes I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;123083790001800;Rua Dom Cesário;Três Poderes;65903083.0;Imperatriz;MA;Nordeste;9935824647.0;miriam.ribeiro@maplebear.com.br;MIRIAM REIS RIBEIRO LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 2;Avanço Year 03;Potente;1861,19;;Operando;Potente;Joao Felipe Gutierrez de Freitas;12308379000180.0;Rua Dom Cesário;Três Poderes;65903083.0;Imperatriz;MA;Nordeste;9935824647.0;miriam.ribeiro@maplebear.com.br
71.0;Maple Bear Porto Alegre - Iguatemi;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;154583450001600;Rua Doutor João Simplício Alves de Carvalho;Vila Ipiranga;91360260.0;Porto Alegre;RS;Sul;5132246687.0;admfin.portoalegre@maplebear.com.br;ESCOLA CANADENSE DE EDUCACAO LTDA;ESCOLA CANADENSE BILINGUE DE EDUCACAO INFANTIL LTDA;Ativa;Agendado;🔴;Year 6;Avanço Year 07;Desenvolvimento;3247,30;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;15458345000160.0;Rua Doutor João Simplício Alves de Carvalho;Vila Ipiranga;91360260.0;Porto Alegre;RS;Sul;5132246687.0;admfin.portoalegre@maplebear.com.br
56.0;Maple Bear Rio De Janeiro - Barra Da Tijuca I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;129759820001160;Rua Martinho De Mesquita;Barra Da Tijuca;22620220.0;Rio De Janeiro;RJ;Sudeste;2134866466.0;barradatijuca@maplebear.com.br;ESCOLA CANADENSE DO RIO DE JANEIRO LTDA;RJ RIO DE JANEIRO - BARRA DA TIJUCA I;Ativa;Concluído;🔴;;Não avança;Potente;;;Operando;Potente;Joao Felipe Gutierrez de Freitas;12975982000116.0;Rua Martinho De Mesquita;Barra Da Tijuca;22620220.0;Rio De Janeiro;RJ;Sudeste;2134866466.0;barradatijuca@maplebear.com.br
255.0;Maple Bear Rio De Janeiro - Gávea I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;366711290001790;Rua Major Rúbens Vaz;Gávea;22470070.0;Rio De Janeiro;RJ;Sudeste;2135077493.0;secretaria.gavea@maplebear.com.br;ESCOLA CANADENSE DA GAVEA PROFESSORA DILMA NASCIMENTO GRANEIRO LTDA;MAPLE BEAR RIO DE JANEIRO - GAVEA;Ativa;Concluído;🔴;Year 2;Avanço Year 03;Potente;3618,07;;Operando;Potente;Joao Felipe Gutierrez de Freitas;36671129000179.0;Rua Major Rúbens Vaz;Gávea;22470070.0;Rio De Janeiro;RJ;Sudeste;2135077493.0;secretaria.gavea@maplebear.com.br
60.0;Maple Bear Rio De Janeiro - Ilha Do Governador I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;220612540001520;Rua Orestes Barbosa;Jardim Guanabara;21940375.0;Rio De Janeiro;RJ;Sudeste;2138273737.0;ilha@maplebear.com,br;ESCOLA CANADENSE DA ILHA LTDA;MAPLE BEAR ILHA;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Potente;2331,10;;Operando;Potente;Joao Felipe Gutierrez de Freitas;22061254000152.0;Rua Orestes Barbosa;Jardim Guanabara;21940375.0;Rio De Janeiro;RJ;Sudeste;2138273737.0;ilha@maplebear.com,br
63.0;Maple Bear Rio De Janeiro - Vila Valqueire I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;334865890001390;Avenida Jambeiro;Vila Valqueire;21330300.0;Rio De Janeiro;RJ;Sudeste;2130423966.0;valqueire@maplebear.com.br;ESCOLA BILINGUE UNIVERSAL LTDA;MAPLE BEAR VALQUEIRE;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Alerta;2063,00;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;33486589000139.0;Avenida Jambeiro;Vila Valqueire;21330300.0;Rio De Janeiro;RJ;Sudeste;2130423966.0;valqueire@maplebear.com.br
108.0;Maple Bear Santo André - Campestre I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;174055130001850;Rua Jaguará;Campestre;9070590.0;Santo André;SP;Sudeste;1144216446.0;santoandre@maplebear.com.br;ESCOLA CANADENSE ENSINO BILINGUE LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 5;Avanço Year 06;Desenvolvimento;2833,43;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;17405513000185.0;Rua Jaguará;Campestre;9070590.0;Santo André;SP;Sudeste;1144216446.0;santoandre@maplebear.com.br
651.0;Maple Bear São Carlos I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;463656920001720;Avenida Brasilino Damha;Condomínio Village São Carlos Iv;13565440.0;São Carlos;SP;Sudeste;1138331400.0;alexandre.acaldighieri@maplebear.com.br;CENTRO EDUCACIONAL BLUEFIELD LTDA.;MAPLE BEAR SAO CARLOS;Ativa;Agendado;🟢;Year 2;Avanço Year 03;Desenvolvimento;2133,27;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;46365692000172.0;Avenida Brasilino Damha;Condomínio Village São Carlos Iv;13565440.0;São Carlos;SP;Sudeste;1138331400.0;alexandre.acaldighieri@maplebear.com.br
122.0;Maple Bear São Paulo - Jardins I ;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;361953010001650;Rua Doutor Fláquer;Paraíso;4006010.0;São Paulo;SP;Sudeste;1146373232.0;jardins@maplebear.com.br;ASSOCIACAO EDUCACIONAL CANADENSE DE SAO PAULO;MAPLE BEAR JARDINS;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Desenvolvimento;3701,03;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;36195301000165.0;Rua Doutor Fláquer;Paraíso;4006010.0;São Paulo;SP;Sudeste;1146373232.0;jardins@maplebear.com.br
65.0;Maple Bear Teresópolis - Bom Retiro I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;335247760001600;Rua Tenente Luiz Meirelles;Bom Retiro;25954000.0;Teresópolis;RJ;Sudeste;2127424000.0;teresopolis@maplebear.com.br;ESCOLA BILINGUE SERRANA LTDA;MAPLE BEAR TERESOPOLIS;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;1900,00;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;33524776000160.0;Rua Tenente Luiz Meirelles;Bom Retiro;25954000.0;Teresópolis;RJ;Sudeste;2127424000.0;teresopolis@maplebear.com.br
144.0;Maple Bear Vinhedo - Bosque I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;262730700001070;Alameda Itatinga;Joapiranga;13278480.0;Valinhos;SP;Sudeste;1938692566.0;contato@maplebearvinhedo.com.br;ESCOLA CANADENSE DE VINHEDO LTDA;MAPL E BEAR CANADIAN SCHOOL;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Potente;2751,08;;Operando;Potente;Joao Felipe Gutierrez de Freitas;26273070000107.0;Alameda Itatinga;Joapiranga;13278480.0;Valinhos;SP;Sudeste;1938692566.0;contato@maplebearvinhedo.com.br
82.0;Maple Bear Bauru - Vila Aviação I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;263469590001770;Rua Severino Lins;Vila Aviação;17018600.0;Bauru;SP;Sudeste;1491237635.0;bauru@maplebear.com.br;CENTRO EDUCACIONAL GREENFIELD LTDA.;MAPLE BEAR BAURU;Ativa;Agendado;🔴;Year 8;Avanço Year 09;Desenvolvimento;2068,53;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;26346959000177.0;Rua Severino Lins;Vila Aviação;17018600.0;Bauru;SP;Sudeste;1491237635.0;bauru@maplebear.com.br
70.0;Maple Bear Boa Vista - Caçari I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;296655470001980;Avenida Ville Roy;0;69307725.0;Boa Vista;RR;Norte;9581045727.0;boavista@maplebear.com.br;R. C. Educação Ltda;MAPLE BEAR - BOA VISTA;Ativa;Agendado;🔴;Year 5;Avanço Year 06;Desenvolvimento;1752,69;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;29665547000198.0;Avenida Ville Roy;0;69307725.0;Boa Vista;RR;Norte;9581045727.0;boavista@maplebear.com.br
265.0;Maple Bear Feira De Santana - Subaé I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;292478340001880;Avenida Deputado Luís Eduardo Magalhães;Subaé;44079002.0;Feira De Santana;BA;Nordeste;7521029101.0;anna.ribeiro@maplebear.com.br;CAJUEIRO CENTRO EDUCACIONAL LTDA;MAPLE BEAR FEIRA DE SANTANA;Ativa;Agendado;🔴;Year 7;Avanço Year 08;Alerta;2997,09;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;29247834000188.0;Avenida Deputado Luís Eduardo Magalhães;Subaé;44079002.0;Feira De Santana;BA;Nordeste;7521029101.0;anna.ribeiro@maplebear.com.br
31.0;Maple Bear Itabira - Quatorze De Fevereiro I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;336602370001580;Rua Juca Machado;Quatorze De Fevereiro;35900239.0;Itabira;MG;Sudeste;3198778282.0;itabira@maplebear.com.br;MAPLE BEAR CENTRO DE ENSINO LTDA;MAPLE BEAR ITABIRA;Ativa;Concluído;🔴;Year 4;Avanço Year 05;Potente;1457,00;;Operando;Potente;Joao Felipe Gutierrez de Freitas;33660237000158.0;Rua Juca Machado;Quatorze De Fevereiro;35900239.0;Itabira;MG;Sudeste;3198778282.0;itabira@maplebear.com.br
259.0;Maple Bear Itatiaia - Penedo;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;380579460001670;Avenida Ataulfo de Paiva;Leblon;22440032.0;Rio de Janeiro;RJ;Sudeste;2492588648.0;penedo@maplebear.com.br;MB PENEDO LTDA;MAPLE BEAR PENEDO;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Alerta;2063,83;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;38057946000167.0;Avenida Ataulfo de Paiva;Leblon;22440032.0;Rio de Janeiro;RJ;Sudeste;2492588648.0;penedo@maplebear.com.br
694.0;Maple Bear Jaraguá Do Sul - Vila Baependi I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;497638120001880;Rua Professora Adélia Fischer;Vila Baependi;89256400.0;Jaraguá Do Sul;SC;Sul;4796160115.0;BARBARALC@JGS.MAPLEBEAR.COM.BR;MBJS SERVICOS LTDA;MAPLE BEAR JARAGUA;Ativa;Concluído;🔴;Year 1;Avanço Year 02;Potente;1900,64;;Operando;Potente;Joao Felipe Gutierrez de Freitas;49763812000188.0;Rua Professora Adélia Fischer;Vila Baependi;89256400.0;Jaraguá Do Sul;SC;Sul;4796160115.0;BARBARALC@JGS.MAPLEBEAR.COM.BR
49.0;Maple Bear Londrina - Nikko I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;165093630001970;Rua Doutor Carlos Da Costa Branco;Jardim Nikko;86047070.0;Londrina;PR;Sul;4333266726.0;londrina@maplebear.com.br;ANDREA PIZAIA ORNELLAS LTDA;MAPLE BEAR LONDRINA;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Desenvolvimento;2610,54;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;16509363000197.0;Rua Doutor Carlos Da Costa Branco;Jardim Nikko;86047070.0;Londrina;PR;Sul;4333266726.0;londrina@maplebear.com.br
279.0;Maple Bear Macaé - Vale Encantado II;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;263630420001800;Rua José Vicente Soriano De Oliveira;Vale Encantado;27933372.0;Macaé;RJ;Sudeste;2227735067.0;macae@maplebear.com.br;ATD SERVICOS EDUCACIONAIS LTDA;MAPLE BEAR CANADIAN SCHOOL MACAE;Ativa;Agendado;🔴;Year 9;Avanço Year 09;Desenvolvimento;2151,85;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;26363042000180.0;Rua José Vicente Soriano De Oliveira;Vale Encantado;27933372.0;Macaé;RJ;Sudeste;2227735067.0;macae@maplebear.com.br
112.0;Maple Bear São José Do Rio Preto - Jardim Francisco Fernandes I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;131036550001370;Avenida Presidente Juscelino Kubitschek de Oliveira;Jardim Moysés Miguel Haddad;15093215.0;São José do Rio Preto;SP;Sudeste;1732338892.0;golfe@maplebear.com.br;BRITISH COLUMBIA LTDA;;Ativa;Agendado;🟢;Year 12;Cumpre todos os segmentos;Desenvolvimento;2220,11;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;13103655000137.0;Avenida Presidente Juscelino Kubitschek de Oliveira;Jardim Moysés Miguel Haddad;15093215.0;São José do Rio Preto;SP;Sudeste;1732338892.0;golfe@maplebear.com.br
289.0;Maple Bear São Paulo - Tatuapé I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;605970440032790;Rua Professor Pedreira de Freitas;Tatuapé;3312052.0;São Paulo;SP;Sudeste;1138732911.0;ADRIANO.ARRUDA@LIGASOLIDARIA.ORG.BR;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;COLEGIO SANTA AMALIA MAPLE BEAR I - ENSINO BILINGUE;Ativa;Agendado;🔴;;Essa unidade só atua no infantil;Desenvolvimento;3024,19;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;60597044003279.0;Rua Professor Pedreira de Freitas;Tatuapé;3312052.0;São Paulo;SP;Sudeste;1138732911.0;ADRIANO.ARRUDA@LIGASOLIDARIA.ORG.BR
133.0;Maple Bear São Paulo - Vila Madalena I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;315911220001230;Rua Purpurina;Sumarezinho;5435030.0;São Paulo;SP;Sudeste;1196182508.0;secretaria.vilamadalena@maplebear.com.br;MAPLE DA VILA ENSINO BILINGUE LTDA;MAPLE DA VILA;Ativa;Agendado;🔴;SK;Avanço Year 01;Alerta;2900,00;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;31591122000123.0;Rua Purpurina;Sumarezinho;5435030.0;São Paulo;SP;Sudeste;1196182508.0;secretaria.vilamadalena@maplebear.com.br
301.0;Maple Bear Sorocaba - Boa Vista II;Joao Felipe Gutierrez de Freitas;Operando;Franquia;280385260001800;Rua Sérgio Lamarca;Jardim São Carlos;18046370.0;Sorocaba;SP;Sudeste;1532433926.0;sorocaba@maplebear.com.br;D.A.V. Zanella Eireli;SP SOROCABA - JARDIM DO PAÇO;Ativa;Concluído;🔴;Year 2;Avanço Year 03;Potente;2797,00;;Operando;Potente;Joao Felipe Gutierrez de Freitas;28038526000180.0;Rua Sérgio Lamarca;Jardim São Carlos;18046370.0;Sorocaba;SP;Sudeste;1532433926.0;sorocaba@maplebear.com.br
37.0;Maple Bear Uberlândia - Vigilato Pereira I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;181884000001380;Rua Antônio Corrêa Júnior;Vigilato Pereira;38408442.0;Uberlândia;MG;Sudeste;3432230655.0;uberlandia@maplebear.com.br;LEBARU EMPREENDIMENTOS ESCOLARES S/S LTDA;;Ativa;Concluído;🔴;Year 7;Avanço Year 08;Alerta;2069,17;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;18188400000138.0;Rua Antônio Corrêa Júnior;Vigilato Pereira;38408442.0;Uberlândia;MG;Sudeste;3432230655.0;uberlandia@maplebear.com.br
147.0;Maple Bear Araras - Jardim Piratininga I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;356623210001360;Avenida Maria Aparecida Muniz Michielin;Jardim Piratininga;13604085.0;Araras;SP;Sudeste;1935242505.0;araras@maplebear.com.br;SAKAMOTO & SAKAMOTO ESCOLA BILINGUE DE EDUCACAO INFANTIL LTDA;;Ativa;Agendado;🔴;Year 2;Avanço Year 03;Desenvolvimento;2112,95;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;35662321000136.0;Avenida Maria Aparecida Muniz Michielin;Jardim Piratininga;13604085.0;Araras;SP;Sudeste;1935242505.0;araras@maplebear.com.br
38.0;Maple Bear Campo Grande - Jardim São Bento I;Joao Felipe Gutierrez de Freitas;Operando;Franquia;236499380001320;Avenida Rodolfo José Pinho;Jardim São Bento;79004690.0;Campo Grande;MS;Centro-Oeste;6730142939.0;campogrande@maplebear.com.br;GDI COMPLEXO EDUCACIONAL LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 8;Avanço Year 09;Potente;1798,95;;Operando;Potente;Joao Felipe Gutierrez de Freitas;23649938000132.0;Avenida Rodolfo José Pinho;Jardim São Bento;79004690.0;Campo Grande;MS;Centro-Oeste;6730142939.0;campogrande@maplebear.com.br
24.0;Maple Bear Goiânia - Marista I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;114362050002110;Rua 1130;Setor Marista;74180090.0;Goiânia;GO;Centro-Oeste;6232854560.0;goiania@maplebear.com.br;ESCOLA CANADENSE DE GOIANIA LTDA;ESCOLA CANADENSE DE GOIANIA;Ativa;Concluído;🟢;Year 10;Avanço Year 11;Alta Performance;1903,96;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;11436205000211.0;Rua 1130;Setor Marista;74180090.0;Goiânia;GO;Centro-Oeste;6232854560.0;goiania@maplebear.com.br
120.0;Maple Bear Granja Viana - Cotia Jardim Lambreta I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;133947490001020;Rua Monte Castelo;Jardim Lambreta;6710675.0;Cotia;SP;Sudeste;1147027295.0;ADMINISTRACAO.GRANJAVIANA@MAPLEBEAR.COM.BR;CENTRO EDUCACIONAL BILINGUE LTDA;MAPPLE BEAR GRANJA VIANA;Ativa;Agendado;🔴;Year 12;Cumpre todos os segmentos;Desenvolvimento;2832,91;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;13394749000102.0;Rua Monte Castelo;Jardim Lambreta;6710675.0;Cotia;SP;Sudeste;1147027295.0;ADMINISTRACAO.GRANJAVIANA@MAPLEBEAR.COM.BR
92.0;Maple Bear Itatiba - Residencial Fazenda Rosa I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;336675260001890;Avenida Carmelo Scarparo;Residencial Fazenda Santa Rosa;13255472.0;Itatiba;SP;Sudeste;1145244197.0;contato.itatiba@maplebear.com.br;TIKONIKOS PARTICIPACOES LTDA;MAPLE BEAR ITATIBA;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;1616,48;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;33667526000189.0;Avenida Carmelo Scarparo;Residencial Fazenda Santa Rosa;13255472.0;Itatiba;SP;Sudeste;1145244197.0;contato.itatiba@maplebear.com.br
615.0;Maple Bear Ji-Paraná - Centro I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;466520210001920;Avenida Marechal Rondon;Centro;76900057.0;Ji-Paraná;RO;Norte;6932161515.0;PORTOVELHO@MAPLEBEAR.COM.BR;HOLANDA E CIA LTDA;MAPLE BEAR JI-PARANA;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Alta Performance;1579,34;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;46652021000192.0;Avenida Marechal Rondon;Centro;76900057.0;Ji-Paraná;RO;Norte;6932161515.0;PORTOVELHO@MAPLEBEAR.COM.BR
94.0;Maple Bear Jundiaí - Jardim Santa Teresa I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;46477280001600;Rua Comendador Gumercindo Barranqueiros;Moisés;13211410.0;Jundiaí;SP;Sudeste;;jundiai@maplebear.com.br;Integra - Escola De Formacao E Educacao Infantil E Fundamental S/S Ltda;SP JUNDIAÍ - JARDIM SANTA TERESA I;Inapta;Concluído;🔴;Year 11;Avanço Year 12;Desenvolvimento;;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;4647728000160.0;Rua Comendador Gumercindo Barranqueiros;Moisés;13211410.0;Jundiaí;SP;Sudeste;;jundiai@maplebear.com.br
33.0;Maple Bear Montes Claros - Ibituruna I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;287982100001960;Rua Florianpolis;Ibituruna;39401384.0;Montes Claros;MG;Sudeste;3832146711.0;montesclaros@maplebear.com.br;ESCOLA CANADENSE DE MONTES CLAROS LTDA;MAPLE BEAR MONTES CLAROS;Ativa;Agendado;🔴;Year 4;Avanço Year 05;Desenvolvimento;1875,00;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;28798210000196.0;Rua Florianpolis;Ibituruna;39401384.0;Montes Claros;MG;Sudeste;3832146711.0;montesclaros@maplebear.com.br
52.0;Maple Bear Ponta Grossa - Estrela I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;369863940001460;Rua Balduíno Taques;Estrela;84040000.0;Ponta Grossa;PR;Sul;4230280040.0;pontagrossa@maplebear.com.br;ESCOLA CANADENSE DE PONTA GROSSA LTDA;;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Alerta;2165,83;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;36986394000146.0;Rua Balduíno Taques;Estrela;84040000.0;Ponta Grossa;PR;Sul;4230280040.0;pontagrossa@maplebear.com.br
57.0;Maple Bear Rio De Janeiro - Botafogo I;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;264809010001110;Rua Bambina;Botafogo;22251050.0;Rio de Janeiro;RJ;Sudeste;2131950168.0;secretaria@maplebearbotafogo.com.br;Escola Canadense De Botafogo Eireli;RJ RIO DE JANEIRO - BOTAFOGO I;Ativa;Concluído;🔴;;Não avança;Desenvolvimento;3337,08;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;26480901000111.0;Rua Bambina;Botafogo;22251050.0;Rio de Janeiro;RJ;Sudeste;2131950168.0;secretaria@maplebearbotafogo.com.br
284.0;Maple Bear São Luis - Jardim Renascença II;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;104632330002650;Avenida Do Vale;Jardim Renascença;65075660.0;São Luis;MA;Nordeste;9821095000.0;saoluis@maplebear.com.br;ESCOLA BILINGUE DO MARANHAO LTDA;MAPLE BEAR SAO LUIS;Ativa;Agendado;🔴;;Não avança;Alta Performance;2642,22;;Operando;Alta Performance;INGRID VANIA MAZZEI DE OLIVEIRA;10463233000265.0;Avenida Do Vale;Jardim Renascença;65075660.0;São Luis;MA;Nordeste;9821095000.0;saoluis@maplebear.com.br
124.0;Maple Bear São Paulo - Mooca II;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;231468500001060;Rua Canuto Saraiva;Mooca;3113010.0;São Paulo;SP;Sudeste;1196182575.0;mooca.unidade2@maplebear.com.br;ESCOLA CANADENSE DA MOOCA LTDA;MAPLE BEAR MOOCA;Ativa;Concluído;🔴;Year 9;Avanço Year 09;Alerta;2255,83;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;23146850000106.0;Rua Canuto Saraiva;Mooca;3113010.0;São Paulo;SP;Sudeste;1196182575.0;mooca.unidade2@maplebear.com.br
157.0;Maple Bear Valparaíso De Goiás - Parque São Bernardo I;INGRID VANIA MAZZEI DE OLIVEIRA;Operando;Franquia;366333330001030;Rua da BR-040;Parque São Bernardo;72870424.0;Valparaíso de Goiás;GO;Centro-Oeste;6183352962.0;FINANCEIROM.MB@MAPLEBEAR.COM.BR;ESCOLA CANADENSE VALPARAISO LTDA;MAPLE BEAR CANADIAN SCHOOL VALPARAISO;Ativa;Agendado;🔴;Year 3;Avanço Year 04;Alerta;1120,19;;Operando;Alerta;INGRID VANIA MAZZEI DE OLIVEIRA;36633333000103.0;Rua da BR-040;Parque São Bernardo;72870424.0;Valparaíso de Goiás;GO;Centro-Oeste;6183352962.0;FINANCEIROM.MB@MAPLEBEAR.COM.BR
148.0;Maple Bear Barreiras - Parque Da Cidade I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;354457970001150;Avenida Transversal B;Bela Vista;47811090.0;Barreiras;BA;Nordeste;;barreiras@maplebear.com.br;RAVI EMPREENDIMENTOS EDUCACIONAIS LTDA;BA BARREIRAS - PARQUE DA CIDADE;Ativa;Agendado;🔴;Year 1;Avanço Year 02;Desenvolvimento;2403,91;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;35445797000115.0;Avenida Transversal B;Bela Vista;47811090.0;Barreiras;BA;Nordeste;;barreiras@maplebear.com.br
164.0;Maple Bear Chapecó - Centro I;TATIANE BARBOSA DOS SANTOS XAVIER;Operando;Franquia;371083890001010;Rua Marechal Floriano Peixoto - O;Jardim Itália;89802075.0;Chapecó;SC;Sul;4933237100.0;karina.dini@mablebear.com.br;DD ESCOLA DE EDUCACAO INTERNACIONAL LTDA;MAPLE BEAR CHAPECO;Ativa;Concluído;🔴;Year 3;Avanço Year 04;Desenvolvimento;2637,50;;Operando;Desenvolvimento;TATIANE BARBOSA DOS SANTOS XAVIER;37108389000101.0;Rua Marechal Floriano Peixoto - O;Jardim Itália;89802075.0;Chapecó;SC;Sul;4933237100.0;karina.dini@mablebear.com.br
90.0;Maple Bear Guarulhos - Centro;RAFHAEL NAZEAZENO PEREIRA;Operando;Franquia;208799220001280;Rua Vitorina Esperança;Vila Zanardi;7020110.0;Guarulhos;SP;Sudeste;1145741114.0;escola@mbguarulhos.com.br;ESCOLA CANADENSE BOSQUE MAIA LTDA;MAPLE BEAR;Ativa;Concluído;🔴;Year 6;Avanço Year 07;Desenvolvimento;2337,92;;Operando;Desenvolvimento;RAFHAEL NAZEAZENO PEREIRA;20879922000128.0;Rua Vitorina Esperança;Vila Zanardi;7020110.0;Guarulhos;SP;Sudeste;1145741114.0;escola@mbguarulhos.com.br
