"Modelo","ID do modelo","Tipo de documento","Titular","Usadas","Publicado","Compartilhados"
"Revista The Bear 17","EAGyHZvQLcY",,"Maple Bear | Comunicação",124,18,0
"Circular de Rematrícula 25/26","EAGsmYVzWtA","Livreto (210 × 297 mm)","Maple Bear | Comunicação",84,176,39
"Book Muito Além do Bilíngue 2025","EAGryQzYOe8","A4 (horizontal)","Maple Bear | Comunicação",42,86,2
"08. Dia Mundial da Alfabetização","EAGxYQXoagI","Post para Instagram (4:5)","Maple Bear | Comunicação",41,60,5
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGryU3saVQ","Apresentação","Maple Bear | Comunicação",41,76,4
"TFR 2025 - Feed história de Terry Fox","EAGryasDkgg","1080 x 1350 px","Maple Bear | Comunicação",36,38,0
"07. Dia da Independência do Brasil","EAGxYdDAJ50","Post para Instagram (4:5)","Maple Bear | Comunicação",35,46,2
"Fatores MB Para Vencer (Educação Infantil e Ensino Fundamental - Anos Iniciais)","EAGryZL3E78",,"Maple Bear | Comunicação",33,36,0
"A3 Cartaz SLM+ Condições 25-26","EAGwtvUfFtw","A3","Maple Bear | Comunicação",32,25,5
"Feed - Atributos","EAGrybqXKBE","Post para Instagram (4:5)","Maple Bear | Comunicação",32,45,0
"Planejamento Agosto","EAGuv9-BwuM","Planilha","Maple Bear | Comunicação",30,3,0
"Circular de Rematrícula NOVO","EAGsmW5_A64","Documento (A4)","Maple Bear | Comunicação",29,92,3
"Layout Apresentação - 1920 x 1080 px","EAGrycSi1ZA","Apresentação","Maple Bear | Comunicação",29,66,6
"08 - SLM+ Agosto - Condições","EAGwKddnBpI","Post para Instagram (4:5)","Maple Bear | Comunicação",28,27,2
"25. Dia Internacional da Educação Infantil","EAGt0eHPLqk","Post para Instagram (4:5)","Maple Bear | Comunicação",27,30,5
"Layout Apresentação - 1920 x 1080 px","EAGryUcxHrw","Apresentação","Maple Bear | Comunicação",26,124,12
"Fundos para Reunião","EAGryfmAd_Q",,"Maple Bear | Comunicação",24,18,1
"Papel Timbrado - A4","EAGryfKVL10","Documento (A4)","Maple Bear | Comunicação",24,68,5
"Ficha - Anamnese Escolar 1.pdf","EAGxSKU9U1k","A4","Maple Bear | Comunicação",23,31,13
"20.08 - Resultado ENEM 2024","EAGwmzBvnTU","Post para Instagram (4:5)","Maple Bear | Comunicação",23,77,1
"01 - Outdoors - ECE","EAGryelvCrc",,"Maple Bear | Comunicação",23,22,3
"Post - 14/08","EAGwE2gxG7w","Post para Instagram (4:5)","Maple Bear | Comunicação",22,23,2
"Story - Editáveis","EAGvxawjaI0",,"Maple Bear | Comunicação",21,32,2
"Atividades ELE","EAGryWuAz7M","A4 (horizontal)","Maple Bear | Comunicação",21,18,4
"Resultado ENEM 2024","EAGwm7UvtnQ","Post para Instagram (4:5)","Maple Bear | Comunicação",20,63,6
"Feed - Editáveis","EAGs3ONcdTQ","Post para Instagram (4:5)","Maple Bear | Comunicação",20,18,2
"Feed - Matrículas","EAGryeYdJ7E","Post para Instagram (4:5)","Maple Bear | Comunicação",20,34,3
"TFR 2025 - Save The Date","EAGryeLqgOg",,"Maple Bear | Comunicação",20,94,0
"KV - Bear Games","EAGryar-Nzs",,"Maple Bear | Comunicação",20,23,2
"Post 4 Bear Games","EAGxyaYyGvw","Post para Instagram (4:5)","Maple Bear | Comunicação",19,20,3
"Post 2 - Bear Games","EAGxNXSJ-sg","Post para Instagram (4:5)","Maple Bear | Comunicação",19,25,1
"Planejamento Estratégico - Setembro","EAGx8tm9oZE","Planilha","Maple Bear | Comunicação",19,4,2
"Stories - Estáticos","EAGwhtA9Vuw","Story","Maple Bear | Comunicação",18,5,7
"Pack Comunicação 25/26","EAGuvUT4AYI","Post para Instagram (4:5)","Maple Bear | Comunicação",17,13,0
"Novidades SLM+ 2026","EAGuqHMyFDU","Post para Instagram (4:5)","Maple Bear | Comunicação",17,6,0
"22. Dia do Folclore Brasileiro","EAGt6HOqrQ8","Post para Instagram (4:5)","Maple Bear | Comunicação",17,15,0
"Régua de Aquecimento","EAGt0yJHPSA","Anúncio para feed","Maple Bear | Comunicação",17,12,4
"Chinook Terry Fox 2024","EAGryV5xLUQ","Post para Instagram","Maple Bear | Comunicação",17,13,1
"Cards ECE","EAGryYBh7_E",,"Maple Bear | Comunicação",16,16,3
"Bandeira_BrasilCanada","EAGryS9fOgA",,"Maple Bear | Comunicação",16,94,4
"Feed - Estáticos","EAGwhIuMcRw","Post para Instagram (4:5)","Maple Bear | Comunicação",15,24,4
"Capa de Linkedin","EAGrydyAUZs",,"Maple Bear | Comunicação",15,30,6
"09 - SLM+ Setembro - Condições","EAGyffl9kfo","Post para Instagram (4:5)","Maple Bear | Comunicação",14,5,0
"Vídeo 21.08","EAGuvWEuC1U","Vídeo","Maple Bear | Comunicação",14,11,0
"Minuta_MB_Ficha cadastral do Aluno_29052025.pdf","EAGueeNB6IM","A4","Maple Bear | Comunicação",14,9,2
"Minuta_MB_Ficha Autorização de Saída Entrada de Aluno_16072025.pdf","EAGueU9qgkw","A4","Maple Bear | Comunicação",14,9,2
"Atividades ECE","EAGryZjBK3o","A4 (horizontal)","Maple Bear | Comunicação",14,15,3
"TFR 2025 - Stories Instagram","EAGryY8C1jQ","Story","Maple Bear | Comunicação",14,35,2
"Régua de Aquecimento","EAGryV09ATA","Anúncio para feed","Maple Bear | Comunicação",14,16,2
"Guia do Consultor 2025 ","EAGryS7lIGo","A4","Maple Bear | Comunicação",14,11,1
"Minuta_MB_Termo de Consentimento LGPD MapleBear_08072025.pdf","EAGueIRcUgM","A4","Maple Bear | Comunicação",13,7,2
"Colouring Book A4","EAGt0ZkoV9k",,"Maple Bear | Comunicação",13,15,2
"Feed - Carrossel 2","EAGt0DpZCgw","1080 x 1350 px","Maple Bear | Comunicação",13,14,1
"TFR 2025 - Camiseta - Frente","EAGsy80Glqg","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",13,26,1
"Story - Rematrículas","EAGryRxe3cc",,"Maple Bear | Comunicação",13,4,0
"vídeo 11.09","EAGx8Cbz6NM","Vídeo para dispositivos móveis","Maple Bear | Comunicação",12,11,0
"Régua de Aquecimento","EAGwKc7_CSc",,"Maple Bear | Comunicação",12,11,1
"Capa 21.08","EAGuvoNFhaY","Story","Maple Bear | Comunicação",12,10,0
"Crachá - 105 x 148mm","EAGryb5SmD4",,"Maple Bear | Comunicação",12,14,1
"Feed - Rematrículas","EAGrya_cAoU","Post para Instagram (4:5)","Maple Bear | Comunicação",12,26,4
"Chinook_Kimono","EAGryYxLXM4",,"Maple Bear | Comunicação",12,33,1
"09. Setembro - Stories","EAGxMTNVUMw","Story","Maple Bear | Comunicação",11,6,5
"Feed - Certificação Internacional","EAGuFSG6PeA","Post para Instagram (4:5)","Maple Bear | Comunicação",11,11,0
"Stories - Estáticas","EAGt0NYp_CA","Story","Maple Bear | Comunicação",11,7,0
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGryfYW5_I","Apresentação","Maple Bear | Comunicação",11,17,2
"Assinatura de Email","EAGrydDV63I",,"Maple Bear | Comunicação",11,17,0
"Moldura Stories","EAGrybdNbCg","Story","Maple Bear | Comunicação",11,10,3
"Bear Games - Feed","EAGryb36IAA","Post para Instagram (4:5)","Maple Bear | Comunicação",11,8,4
"TFR 2025 - Camiseta - Frente","EAGryazJusk","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",11,10,3
"02 - Outdoors - ELE","EAGryYhgGds",,"Maple Bear | Comunicação",11,9,1
"Futebol","EAGryRQXFAE",,"Maple Bear | Comunicação",11,14,3
"Matrícula","EAGryQO3RoU","Modo Foto do TikTok quadrado","Maple Bear | Comunicação",11,66,3
"Post 3 Bear Games","EAGxdzCpiS4","Post para Instagram (4:5)","Maple Bear | Comunicação",10,12,0
"Informações importantes para uma rematrícula de sucesso","EAGxTMruF2I","Documento (A4)","Maple Bear | Comunicação",10,2,3
"Feed - How do we learn? Mathematics","EAGuvXFW1-A","Post para Instagram (4:5)","Maple Bear | Comunicação",10,3,0
"Minuta_MB_ContratoExtra _AFTER SCHOOL_SEMESTRAL_2025.pdf","EAGueZ19B6I","A4","Maple Bear | Comunicação",10,6,3
"Número de Peito - A5.pdf","EAGu2mDE-Ew","A5 (paisagem)","Maple Bear | Comunicação",10,6,0
"Modelo excluído","EAGu2Wh4lBc",,,,,
"Circular de Rematrícula - V1","EAGrydKr_nM","Documento (A4)","Maple Bear | Comunicação",10,35,7
"Inverno","EAGryd1Rfqg",,"Maple Bear | Comunicação",10,34,1
"capa 11.09","EAGx8RfEpO0","Story","Maple Bear | Comunicação",9,9,0
"Feed - Carrossel 01","EAGwcho_jb0","Post para Instagram (4:5)","Maple Bear | Comunicação",9,6,2
"Post - 13/08","EAGwE06RqeM","Post para Instagram (4:5)","Maple Bear | Comunicação",9,14,0
"1600x400 - Capa para forms","EAGvH1nB0Fg",,"Maple Bear | Comunicação",9,7,0
"Vídeo 26.08","EAGuvcV2nxU","Vídeo para dispositivos móveis","Maple Bear | Comunicação",9,11,0
"Capa 26.08","EAGuvU_4gO8","Story","Maple Bear | Comunicação",9,7,0
"Vídeo 22.08","EAGuvSIgEFs","Vídeo","Maple Bear | Comunicação",9,8,0
"Feed - Around the World","EAGuGq1PEPs","Post para Instagram (4:5)","Maple Bear | Comunicação",9,7,0
"Modelo excluído","EAGuBEYVYNU",,,,,
"TFR 2025 - Camiseta - Costas","EAGsyzjFKME","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",9,9,1
"Calendário Escolar 2025","EAGryeCOrMY","Panfleto (A4)","Maple Bear | Comunicação",9,13,10
"Arte Caneca - 20 x 9,5 cm","EAGrybD5cpA",,"Maple Bear | Comunicação",9,3,3
"Feed - Novidades","EAGryXtd2lE","Post para Instagram (4:5)","Maple Bear | Comunicação",9,6,2
"Feed - Carrossel 02","EAGwci3NyY4","Post para Instagram (4:5)","Maple Bear | Comunicação",8,7,3
"Stories - 1080 x 1920","EAGwEziMKMU","Story","Maple Bear | Comunicação",8,5,2
"Feed - 1080 x 1080","EAGwE0jDC4U","Post para Instagram","Maple Bear | Comunicação",8,5,2
"Capa 22.08","EAGuvQkdMJQ","Story","Maple Bear | Comunicação",8,8,0
"TFR 2025 - Camiseta - Mangas","EAGsy8Lpay0",,"Maple Bear | Comunicação",8,13,1
"Feed - ECE","EAGs4O4N9G0","Post para Instagram (4:5)","Maple Bear | Comunicação",8,6,0
"Bear Games - Stories","EAGryd6NRpg","Story","Maple Bear | Comunicação",8,7,5
"Chinook Pedalando","EAGrychsg_c",,"Maple Bear | Comunicação",8,8,0
"MB_Pablo_Objetivos Estratégicos.pdf","EAGryc7uo3w",,"Maple Bear | Comunicação",8,0,0
"Story - Matrículas","EAGryc4qzDc",,"Maple Bear | Comunicação",8,12,1
"Cartão de Visitas - 9 x 5 cm","EAGryaS-LG8",,"Maple Bear | Comunicação",8,12,3
"Bear Games.pdf","EAGrySXrweQ",,"Maple Bear | Comunicação",8,5,0
"TFR 2025 - Feed Instagram e Whatsapp","EAGrySH3JWE",,"Maple Bear | Comunicação",8,28,0
"09. Setembro - Feed","EAGxMC4yHLI","Post para Instagram","Maple Bear | Comunicação",7,9,0
"08. Agosto - Feed","EAGuehJZCVM","Post para Instagram","Maple Bear | Comunicação",7,4,1
"Feed - HS","EAGt6Pif5vg","Post para Instagram (4:5)","Maple Bear | Comunicação",7,8,0
"Bear Games - Email Marketing","EAGryfFnvcI",,"Maple Bear | Comunicação",7,8,5
"10x14cm_Cartão_Aniversário_Colaborador","EAGrydmXJdE",,"Maple Bear | Comunicação",7,39,5
"Anúncio Revista - 21 x 28cm","EAGryde3nWg",,"Maple Bear | Comunicação",7,7,3
"Chef","EAGrydUux5A",,"Maple Bear | Comunicação",7,12,2
"Convite - Encontro Apresentação de Rematrícula","EAGrydGhe2Y","Post para Instagram","Maple Bear | Comunicação",7,13,2
"Rematrícula","EAGryaw068s","Modo Foto do TikTok quadrado","Maple Bear | Comunicação",7,2,0
"TFR 2025 - Camiseta - Mangas","EAGrya6v8bY",,"Maple Bear | Comunicação",7,10,2
"Carro","EAGryWyHLRo",,"Maple Bear | Comunicação",7,17,0
"Tabela de Valores.ppt","EAGryU6cwyQ",,"Maple Bear | Comunicação",7,45,4
"Matrícula e Rematrícula - Feed","EAGrySvsHfY",,"Maple Bear | Comunicação",7,28,0
"Calendário Escolar 2026","EAGxReePPRQ","Panfleto (A4)","Maple Bear | Comunicação",6,2,0
"19.09","EAGx8EGwyGE","Vídeo para dispositivos móveis","Maple Bear | Comunicação",6,5,0
"Régua de Follow Up","EAGwKWrYpA0",,"Maple Bear | Comunicação",6,4,0
"Cards ECE - A5","EAGvIs_Q0wM",,"Maple Bear | Comunicação",6,3,0
"Minuta_MB_Termo de Adesão às Atividades Extras e Serviços Opcionais_14072025.pdf","EAGueU3XAJc","A4","Maple Bear | Comunicação",6,3,1
"Story - How do we learn? Mathematics","EAGu2ktUQqU",,"Maple Bear | Comunicação",6,4,0
"Modelo excluído","EAGu2YW-rYE",,,,,
"Fundos para Reunião","EAGryfKZpB0",,"Maple Bear | Comunicação",6,20,2
"Convite Reunião de Pais","EAGrydhaG0c","Story","Maple Bear | Comunicação",6,22,1
"Agenda Institucional - A5","EAGryUWt9mM","A5","Maple Bear | Comunicação",6,10,0
"Rematrícula ","EAGryRKBbIk","Modo Foto do TikTok quadrado","Maple Bear | Comunicação",6,1,0
"10 - OUTUBRO STORY","EAGryQzUWoQ","Story","Maple Bear | Comunicação",6,5,0
" Como captar patrocínio? Guia rápido para escolas","EAGwb_uPFw8","Miniatura do YouTube","Maple Bear | Comunicação",5,4,2
"Vídeo 12.08","EAGuvbg6Y-k","Vídeo para dispositivos móveis","Maple Bear | Comunicação",5,12,0
"Minuta_MB_Ficha Autorização de Saída Entrada de Aluno_14072025.pdf","EAGueWOJzG0","A4","Maple Bear | Comunicação",5,0,2
"Story - Methodology","EAGu2qvKPuA",,"Maple Bear | Comunicação",5,4,1
"Feed - Estáticas","EAGt0Nn_rRI","1080 x 1350 px","Maple Bear | Comunicação",5,6,0
"Régua de Follow Up","EAGt0EnjBB4","Anúncio para feed","Maple Bear | Comunicação",5,2,3
"Story - MY","EAGs4cl1aKo",,"Maple Bear | Comunicação",5,1,3
"Matrícula","EAGryf2w2G0","Modo Foto do TikTok quadrado","Maple Bear | Comunicação",5,18,2
"Beach Tennis","EAGryejf1Ug",,"Maple Bear | Comunicação",5,6,1
"Maple Bear - Coordinator Planner","EAGryegd1Bo","Caderno espiral","Maple Bear | Comunicação",5,1,0
"Job Description Maple Bear.pdf","EAGrye7_Bg4","Catálogo","Maple Bear | Comunicação",5,3,0
"9- SETEMBRO","EAGrydQdFxY","1080 x 1350 px","Maple Bear | Comunicação",5,6,2
"Happy Birthday","EAGrycXZv6M",,"Maple Bear | Comunicação",5,65,2
"Outdoor - 9 x 3 m","EAGrycWRP-A",,"Maple Bear | Comunicação",5,20,4
"High School Summit - Modelo Apresentação","EAGryc3Yejc","Apresentação","Maple Bear | Comunicação",5,17,2
"Banner Maior - 120 x 180cm","EAGrybsBw_M",,"Maple Bear | Comunicação",5,11,4
"Cópia de 01 - Janeiro 25 - Feed","EAGrya_4QBA","Post para Instagram","Maple Bear | Comunicação",5,8,0
"TFR 2025 - Cartaz A3","EAGryWqhSPg","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",5,29,0
"TFR 2025 - Camiseta - Costas","EAGryULeHcY","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",5,8,2
"Placas de Sinalização","EAGrySmgx94",,"Maple Bear | Comunicação",5,11,1
"TFR 2025 - KV","EAGryRbgFZk","Apresentação","Maple Bear | Comunicação",5,3,0
"Post 5 Bear Games","EAGx8kCqviY","Post para Instagram (4:5)","Maple Bear | Comunicação",4,4,0
"Moldura - Stories","EAGwtoynJRs","Story","Maple Bear | Comunicação",4,3,0
"Post 1 - Bear Games","EAGw0XfwQqw","Post para Instagram (4:5)","Maple Bear | Comunicação",4,17,3
"Vídeo 07.08","EAGuvbtSPiM","Vídeo para dispositivos móveis","Maple Bear | Comunicação",4,2,2
"Minuta_Maple Bear_10062025 1.pdf","EAGueeFoI44","A4","Maple Bear | Comunicação",4,3,0
"Benefícios De Ter Seu Próprio Google Workspace for Education","EAGtXfXyhFM",,"Maple Bear | Comunicação",4,1,2
"Stories - Carrossel 2","EAGt0L1vpME","Story","Maple Bear | Comunicação",4,4,0
"Performance - Estáticas","EAGt0Eb3gmQ","Anúncio para feed","Maple Bear | Comunicação",4,4,0
"Moldura Stories","EAGt0ERxBeY","Story","Maple Bear | Comunicação",4,8,0
"04 - Outdoors - HS - Editável","EAGsA09TDAY",,"Maple Bear | Comunicação",4,0,0
"Feed - ELE","EAGs4c036QY","Post para Instagram (4:5)","Maple Bear | Comunicação",4,4,0
"Tutorial -  Compra de Materiais LEX ","EAGryf5Rrfc","Apresentação","Maple Bear | Comunicação",4,1,0
"Placar","EAGrycZhedQ",,"Maple Bear | Comunicação",4,15,2
"Processo de Secretaria Escolar","EAGryYZS9_M","Documento (A4)","Maple Bear | Comunicação",4,24,3
"Cantando","EAGryYN7AQQ",,"Maple Bear | Comunicação",4,5,1
"Chinook com Boia","EAGryXw_zbA","Post para Instagram","Maple Bear | Comunicação",4,17,0
"Xadrez","EAGryW2Zku0","Post para Instagram","Maple Bear | Comunicação",4,4,0
"Flautista","EAGryV0EFxk",,"Maple Bear | Comunicação",4,2,0
"Pasta L 2024","EAGryTo0FzQ",,"Maple Bear | Comunicação",4,3,0
"Fatores MB para vencer - Middle Years e High School","EAGryT10WqA",,"Maple Bear | Comunicação",4,3,0
"Instagram - Post Carrossel 03","EAGrySziBE8","1080 x 1350 px","Maple Bear | Comunicação",4,2,0
"Processos de secretaria .docx.pdf","EAGrySeson8","Catálogo","Maple Bear | Comunicação",4,3,0
"Story - Atributos","EAGryS5SzyU",,"Maple Bear | Comunicação",4,5,0
"Kit Terry Fox Run","EAGryRMFXt0","1080 x 1350 px","Maple Bear | Comunicação",4,0,1
"Guidebook Monty.pdf","EAGysgYgP5g","A4 (horizontal)","Maple Bear | Comunicação",3,1,1
"RRM4 → Assinatura de Contrato.pdf","EAGxebbGKwM","A4","Maple Bear | Comunicação",3,3,0
"09. Setembro - Stories","EAGxMEoG2Yc","Story","Maple Bear | Comunicação",3,2,0
"capa 29.09","EAGx8vmQur0","Story","Maple Bear | Comunicação",3,3,0
"capa 19.09","EAGx8oIC5C8","Story","Maple Bear | Comunicação",3,3,0
"Moldura - Feed","EAGwtiZHCLk","Post para Instagram (4:5)","Maple Bear | Comunicação",3,2,0
"Post Trend - Ex. Day 30/08","EAGwbm9X0jw","Post para Instagram (4:5)","Maple Bear | Comunicação",3,2,0
"Anúncio - 1200 x 628","EAGwE61ayag","Anúncio para Facebook","Maple Bear | Comunicação",3,3,0
"Atividades ELE - A4","EAGvIumUKjE","A4 (horizontal)","Maple Bear | Comunicação",3,3,0
"Capa 12.08","EAGuvSqnAIY","Story","Maple Bear | Comunicação",3,1,0
"Feed - How do we learn? Reading","EAGupjsBQuE","Post para Instagram (4:5)","Maple Bear | Comunicação",3,3,0
"08. Agosto - Stories","EAGuemml9pM","Story","Maple Bear | Comunicação",3,0,0
"Minuta_MB_Termo de autorização de uso da Imagem_30052025.pdf","EAGueX4HtSw","A4","Maple Bear | Comunicação",3,6,0
"Feed - Methodology","EAGucxfCx4Q","Post para Instagram (4:5)","Maple Bear | Comunicação",3,2,0
"Story - Certificação Internacional","EAGu2sOtp_Y",,"Maple Bear | Comunicação",3,7,1
"Story - HS","EAGt6OaGsWU",,"Maple Bear | Comunicação",3,2,0
"Moldura Feed","EAGt0FaGmBU","1080 x 1350 px","Maple Bear | Comunicação",3,1,0
"Story - ECE","EAGs4bN0pmY",,"Maple Bear | Comunicação",3,3,1
"Feed - MY","EAGs2zt0Mxc","Post para Instagram (4:5)","Maple Bear | Comunicação",3,3,0
"Régua de Follow Up","EAGryfS_bMM","Anúncio para feed","Maple Bear | Comunicação",3,4,0
"Roteiro Reunião de Boas-Vindas.pdf","EAGryfNs9Pw","Catálogo","Maple Bear | Comunicação",3,16,0
"Assinatura de Email","EAGryeJ-g4k",,"Maple Bear | Comunicação",3,4,2
"Banner Menor - 80 x 120cm","EAGryd44tcM",,"Maple Bear | Comunicação",3,2,1
"Matrícula","EAGryc8-do0","Modo Foto do TikTok quadrado","Maple Bear | Comunicação",3,3,0
"8- AGOSTO","EAGrybxg7zg","1080 x 1350 px","Maple Bear | Comunicação",3,3,0
"Maple Bear Uberaba -  Baby Bear Day Camp.pdf","EAGrybVhdSw",,"Maple Bear | Comunicação",3,8,0
"04 - Outdoors - HS","EAGrybGOcxo",,"Maple Bear | Comunicação",3,12,0
"Manual de Segurança - Final","EAGryaV7qX4","Documento (A4)","Maple Bear | Comunicação",3,3,0
"10x14cm_Cartão_Aniversário_Alunos","EAGryaEu9Ko",,"Maple Bear | Comunicação",3,25,0
"Peças - Feed - 1080x1080","EAGryYMr29I",,"Maple Bear | Comunicação",3,0,1
"Folders","EAGryXgah4c",,"Maple Bear | Comunicação",3,2,0
"TFR 2024 - Email Marketing","EAGryX_gxOs",,"Maple Bear | Comunicação",3,8,0
"Feed -  Formatura SK","EAGryWIGXpo","1080 x 1350 px","Maple Bear | Comunicação",3,6,1
"03 - Outdoors - MY","EAGryVjruJg",,"Maple Bear | Comunicação",3,8,0
"Crachá Maple Bear - 10 x 15cm","EAGryVDtFWA",,"Maple Bear | Comunicação",3,8,2
"Envelope A4","EAGryVCdDQk",,"Maple Bear | Comunicação",3,4,6
"Cowboy","EAGryTbNWOs",,"Maple Bear | Comunicação",3,5,0
"Manual do  Administrativo Maple Bear.pdf","EAGryTVct-k","Capa para perfil do Zoom","Maple Bear | Comunicação",3,2,0
"Story - Novidades","EAGryTOBTKU",,"Maple Bear | Comunicação",3,2,0
"10x14cm_Cartão_Aniversário_Pais","EAGrySzghO8",,"Maple Bear | Comunicação",3,21,0
"Chinook Bombeiro","EAGrySyMtVU",,"Maple Bear | Comunicação",3,14,0
"Tenis","EAGrySqv7qg",,"Maple Bear | Comunicação",3,14,1
"Webinar - Gestão da Comunicação.pdf","EAGrySp84AY","Capa para perfil do Zoom","Maple Bear | Comunicação",3,2,0
"Instagram - Post 05","EAGrySc9-J8","1080 x 1350 px","Maple Bear | Comunicação",3,5,2
"TFR - Mochila - 35 x 40 cm","EAGryS5vJFc",,"Maple Bear | Comunicação",3,9,2
"Matrícula e Rematrícula - Story","EAGryRwJr30","Story","Maple Bear | Comunicação",3,2,0
"Régua de Aquecimento","EAGryRhaCqg","Anúncio para feed","Maple Bear | Comunicação",3,2,0
"Agenda Escolar 2024","EAGryRPvInw",,"Maple Bear | Comunicação",3,1,0
"Pasta L - Campanha","EAGryR3jRGA",,"Maple Bear | Comunicação",3,1,0
"07. Julho - Feed","EAGryR3TggQ","Post para Instagram","Maple Bear | Comunicação",3,6,1
"Father's Day","EAGryQDmGcM",,"Maple Bear | Comunicação",3,2,0
"Modelo excluído","EAGye3R7ZIE",,,,,
"vídeo 29.09","EAGybKFchRs","Vídeo","Maple Bear | Comunicação",2,2,0
"MB_Catalogo_AcoesFormativas_V4 8 (1).pdf","EAGvhJwRjKY",,"Maple Bear | Comunicação",2,0,0
"Feed - How do we learn? Writing","EAGupsHNWQ4","Post para Instagram (4:5)","Maple Bear | Comunicação",2,2,0
"Story - How do we learn? Reading","EAGu2ufYLAQ",,"Maple Bear | Comunicação",2,2,0
"Story - Around the World","EAGu2qnXToM",,"Maple Bear | Comunicação",2,1,0
"Planejamento Julho","EAGtcY4jk8g","Planilha","Maple Bear | Comunicação",2,0,0
"10. Dia dos Pais","EAGt0s9Umd0","Post para Instagram (4:5)","Maple Bear | Comunicação",2,4,0
"Performance - Carrossel 2","EAGt0E9ZAK4","Anúncio para feed","Maple Bear | Comunicação",2,1,0
"26 - Dia dos Avós","EAGsg818DDU","Post para Instagram (4:5)","Maple Bear | Comunicação",2,3,0
"03 - Outdoors - MY - Editável","EAGsAq5ufCw",,"Maple Bear | Comunicação",2,5,0
"01 - Outdoors - ECE - Editável","EAGsAg12yGI",,"Maple Bear | Comunicação",2,0,0
"Story - ELE","EAGs4WL-fzk",,"Maple Bear | Comunicação",2,2,0
"Credenciais que Conectam - Estratégias para Valorizar a Maple Bear no Sudeste e Centro-Oeste","EAGryfXFE8Y",,"Maple Bear | Comunicação",2,1,1
"Varinha mágica","EAGryfP9eB4","Post para Instagram","Maple Bear | Comunicação",2,1,0
"Visão de Mercado & Evolução.pdf","EAGryfNQBbc",,"Maple Bear | Comunicação",2,14,0
"06 - Dia Mundial Da Atividade Física","EAGryfK9Pi0","Post para Instagram (4:5)","Maple Bear | Comunicação",2,5,0
"Webinar Gestão da Comunicação - parte 2.pptx","EAGryetXSZs","Apresentação","Maple Bear | Comunicação",2,6,2
"15- Dia da escola","EAGryeJ4C_g","1080 x 1350 px","Maple Bear | Comunicação",2,2,0
"Mother's Day","EAGryeFUUPM",,"Maple Bear | Comunicação",2,11,0
"Capoeira","EAGryeDGAr0",,"Maple Bear | Comunicação",2,2,0
"Brincando na areia","EAGryddM2kQ",,"Maple Bear | Comunicação",2,4,0
"O que é a Terry Fox Run?","EAGrydMPkSY",,"Maple Bear | Comunicação",2,0,0
"Lembrete - Cobrança","EAGrydLZErU","1080 x 1350 px","Maple Bear | Comunicação",2,6,0
"Experience Day","EAGrydIrMtA","Vídeo","Paula Kopczynski",2,1,0
"Base de Conhecimento - Tudo o que Você Precisa em um Único Local","EAGrydHUljU","A4 (horizontal)","Maple Bear | Comunicação",2,1,0
"Ficha Cadastral.pdf","EAGrycVcANY","Folha com moldura (A4)","Maple Bear | Comunicação",2,0,0
"SLM+ Condição Especial - 1080 x 1080px","EAGrycJNjlM","Post para Instagram","Maple Bear | Comunicação",2,2,0
"Feed - Carrossel 1","EAGryb_KCfw","1080 x 1350 px","Maple Bear | Comunicação",2,0,0
"09 - Condição Especial - Setembro","EAGrybOuCvA","Post para Instagram","Maple Bear | Comunicação",2,0,1
"Card - Chinook nos cinemas","EAGrybEQ-MU","Post para Instagram (4:5)","Maple Bear | Comunicação",2,1,1
"Percursos Terry Fox Run","EAGryazYxeI",,"Maple Bear | Comunicação",2,0,0
"09 - SETEMBRO FEED","EAGryadtQHs",,"Maple Bear | Comunicação",2,1,0
"Desfralde.docx","EAGryaWAjxQ","Doc","Maple Bear | Comunicação",2,2,0
"FGF - Stories - 1080 x 1920","EAGryaDDN1I","Story","Maple Bear | Comunicação",2,4,1
"11 - Condição Especial - Novembro","EAGrya0hgP4","Post para Instagram","Maple Bear | Comunicação",2,1,0
"Cordão Crachá - 3 x 85cm","EAGryYe1YMw",,"Maple Bear | Comunicação",2,2,0
"06. Junho - Stories","EAGryYbus90","Story","Maple Bear | Comunicação",2,0,0
"11- NOVEMBRO","EAGryYWCnAk","1080 x 1350 px","Maple Bear | Comunicação",2,5,0
"Natação","EAGryYBi-6k",,"Maple Bear | Comunicação",2,2,0
"Olimpíadas - Quais participar e como destacamos os resultados em rede","EAGryY4pG-4",,"Maple Bear | Comunicação",2,1,0
"Pack de Comunicação","EAGryY2nDNk","Post para Instagram","Maple Bear | Comunicação",2,34,0
"21 - Dia Internacional da Língua Materna - FEED","EAGryY-a86Q","1080 x 1350 px","Maple Bear | Comunicação",2,1,0
"História de Terry Fox","EAGryY-0fME",,"Maple Bear | Comunicação",2,0,0
"Stories - Estáticas","EAGryXZOwHM","Story","Maple Bear | Comunicação",2,4,0
"Global Connections -  the Power of the Maple Bear Community","EAGryWNAsso",,"Maple Bear | Comunicação",2,4,0
