"Modelo","ID do modelo","Tipo de documento","Titular","Usadas","Publicado","Compartilhados"
"1080x1920px_MB_Experience_Day_Performance_02","EAG5F8rkXVo","Vídeo","Maple Bear | Comunicação",2,2,0
"12. Dezembro - Stories","EAG4sLrCFfk","Story","Maple Bear | Comunicação",2,0,0
"Termo de Adesão - Parceria Electi & Maple Bear","EAG32h7hHWU","Documento (A4)","Maple Bear | Comunicação",2,4,0
"MB_PainelLED_576x864px_Hipíca_02","EAG2E0QrUHA","Vídeo","Maple Bear | Comunicação",2,0,0
"Feed - Carrossel 1","EAG1TFvebGc",,"Maple Bear | Comunicação",2,1,0
"Simpósio 2026 - Modelo PPT","EAG195rO0Ko","Apresentação","Maple Bear | Comunicação",2,2,0
"Vídeo 17.10","EAG0fq0EqsU",,"Maple Bear | Comunicação",2,2,0
"01. Dia Internacional da Música","EAG0AzBECZc","Post para Instagram (4:5)","Maple Bear | Comunicação",2,0,0
"POLÍTICA DE RECONHECIMENTO DE  ESTUDOS -  HIGH SCHOOL MAPLE BEAR (1).pdf","EAGzJMj7Qv0","A4","Maple Bear | Comunicação",1,0,0
"Feed - Estáticas","EAGysKuzwRM",,"Maple Bear | Comunicação",1,2,0
"Stories - Estáticas","EAGysGtA5z4","Story","Maple Bear | Comunicação",1,1,0
"vídeo 29.09","EAGybKFchRs","Vídeo","Maple Bear | Comunicação",1,0,0
"Pivot English & English Score - MapleBear_compressed.pdf","EAGyIcox5Ao","A4","Maple Bear | Comunicação",1,1,0
"Post 3 Bear Games","EAGxdzCpiS4","Post para Instagram (4:5)","Maple Bear | Comunicação",1,15,0
"09. Setembro - Feed","EAGxMC4yHLI","Post para Instagram","Maple Bear | Comunicação",1,1,0
"[MB Project] Guia passo-a-passo EnglishScore - Português 1_compressed.pdf","EAGx9C0X5QQ","Banner para Discord","Maple Bear | Comunicação",1,1,0
"Planejamento Estratégico - Setembro","EAGx8tm9oZE","Planilha","Maple Bear | Comunicação",1,0,0
"19.09","EAGx8EGwyGE","Vídeo para dispositivos móveis","Maple Bear | Comunicação",1,1,0
"vídeo 11.09","EAGx8Cbz6NM","Vídeo para dispositivos móveis","Maple Bear | Comunicação",1,0,0
"A3 Cartaz SLM+ Condições 25-26","EAGwtvUfFtw","A3","Maple Bear | Comunicação",1,0,0
"Resultado ENEM 2024","EAGwm7UvtnQ","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"Post 1 - Bear Games","EAGw0XfwQqw","Post para Instagram (4:5)","Maple Bear | Comunicação",1,6,0
"1600x400 - Capa para forms","EAGvH1nB0Fg",,"Maple Bear | Comunicação",1,2,0
"Vídeo 07.08","EAGuvbtSPiM","Vídeo para dispositivos móveis","Maple Bear | Comunicação",1,0,0
"Planejamento Agosto","EAGuv9-BwuM","Planilha","Maple Bear | Comunicação",1,0,0
"Minuta_MB_ContratoExtra _AFTER SCHOOL_SEMESTRAL_2025.pdf","EAGueZ19B6I","A4","Maple Bear | Comunicação",1,1,0
"Sugestões de Pauta","EAGuM6YYl6A","Documento (A4)","Maple Bear | Comunicação",1,1,0
"Story - How do we learn? Reading","EAGu2ufYLAQ",,"Maple Bear | Comunicação",1,0,0
"Story - Certificação Internacional","EAGu2sOtp_Y",,"Maple Bear | Comunicação",1,1,0
"Story - Methodology","EAGu2qvKPuA",,"Maple Bear | Comunicação",1,1,0
"Story - How do we learn? Writing","EAGu2iK0bZg",,"Maple Bear | Comunicação",1,0,0
"REGIMENTO INTERNO Simulação Maple Bear Nacional","EAGu27vnQn8","Documento (A4)","Maple Bear | Comunicação",1,2,0
"NPS Familias 2025.1: Relatório Owners","EAGtdBhQ0g8","Apresentação","Maple Bear | Comunicação",1,0,0
"Postagem 30.07","EAGtcds1JXw","Vídeo para dispositivos móveis","Maple Bear | Comunicação",1,1,0
"Postagem 28.07","EAGtcTruCDA","Post para Instagram (4:5)","Maple Bear | Comunicação",1,0,0
"Postagem 21.07","EAGtboqA3Gw","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"Modelo excluído","EAGt_XcJI7E",,,,,
"Modelo excluído","EAGt_UHOHx8",,,,,
"Modelo excluído","EAGt_QQ2S14",,,,,
"Modelo excluído","EAGt_KE05BA",,,,,
"Modelo excluído","EAGt_Eg_7oU",,,,,
"Recesso Escolar","EAGtQvBGop0","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"Régua de Follow Up","EAGt0EnjBB4","Anúncio para feed","Maple Bear | Comunicação",1,0,0
"11. Dia do Estudante","EAGt02kbk0E","Post para Instagram (4:5)","Maple Bear | Comunicação",1,0,0
"09. Dia Internacional dos Povos Indígenas","EAGt01FlE7E","Post para Instagram (4:5)","Maple Bear | Comunicação",1,0,0
"TFR 2025 - Camiseta - Mangas","EAGsy8Lpay0",,"Maple Bear | Comunicação",1,1,0
"TFR 2025 - Camiseta - Frente","EAGsy80Glqg","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",1,1,0
"04 - Outdoors - HS - Editável","EAGsA09TDAY",,"Maple Bear | Comunicação",1,0,1
"Análise de Precificação 2025","EAGs5M7x68w","Capa do app do Hotmart Club","Maple Bear | Comunicação",1,14,0
"Story - MY","EAGs4cl1aKo",,"Maple Bear | Comunicação",1,0,0
"Story - ECE","EAGs4bN0pmY",,"Maple Bear | Comunicação",1,1,0
"Consumidor no centro_High School High Lights.pptx","EAGryfl8-m0","Apresentação","Maple Bear | Comunicação",1,1,0
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGryfYW5_I","Apresentação","Maple Bear | Comunicação",1,4,0
"Carrossel - Feed","EAGryfXaLGs","Post para Instagram (4:5)","Maple Bear | Comunicação",1,3,1
"Credenciais que Conectam - Estratégias para Valorizar a Maple Bear no Sudeste e Centro-Oeste","EAGryfXFE8Y",,"Maple Bear | Comunicação",1,0,0
"Régua de Aquecimento e Follow Up - 1080 x 1080px","EAGryfTkxh0",,"Maple Bear | Comunicação",1,1,0
"Stories -  Formatura SK","EAGryfQJ0FE","Story","Maple Bear | Comunicação",1,14,0
"08 - AGOSTO","EAGryfPZeqQ",,"Maple Bear | Comunicação",1,3,0
"Régua de Aquecimento - 1080 x 1080","EAGryfFuaxI","Post para Instagram","Maple Bear | Comunicação",1,2,0
"Bate-Papo MB - Feed Estáticos - 1080 x 1350","EAGryfBooJQ","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"Dezembro 24 - Stories","EAGryerqIvc","Story","Maple Bear | Comunicação",1,0,0
"TFR 2024 - Cartaz Aberto","EAGryeesetc","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",1,0,0
"Posts - 1080 x 1350","EAGryebMvdE","1080 x 1350 px","Maple Bear | Comunicação",1,6,0
"15- Dia da escola","EAGryeJ4C_g","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"Mother's Day","EAGryeFUUPM",,"Maple Bear | Comunicação",1,28,0
"Instagram - Post 02","EAGryeCfWRI","1080 x 1350 px","Maple Bear | Comunicação",1,3,3
"Stories - 1080 x 1920","EAGryeC-bXw",,"Maple Bear | Comunicação",1,1,0
"Job Description Maple Bear.pdf","EAGrye7_Bg4","Catálogo","Maple Bear | Comunicação",1,3,0
"Falta 1 semana","EAGrydnP_OU","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"A4_Cartaz_Condições_Novembro","EAGrydjQnZ0","Documento (A4)","Maple Bear | Comunicação",1,0,0
"Manual Limpeza Maple Bear.pdf","EAGrydeQaj4","Livreto (pequeno)","Maple Bear | Comunicação",1,1,0
"Chef","EAGrydUux5A",,"Maple Bear | Comunicação",1,11,2
"Lembrete - Cobrança","EAGrydLZErU","1080 x 1350 px","Maple Bear | Comunicação",1,0,1
"08 -  Dia Dos Oceanos ","EAGrydIOk4U","Post para Instagram (4:5)","Maple Bear | Comunicação",1,0,0
"Instagram Post - 1080 x 1080px","EAGrydC1fQ8",,"Maple Bear | Comunicação",1,1,0
"Contrato para Prestação de Serviços Educacionais","EAGryd0wre8","Documento (A4)","Maple Bear | Comunicação",1,18,0
"Pasta L - Institucional","EAGrycxbvvg",,"Maple Bear | Comunicação",1,2,0
"STORY_Arraial_Maple_Bear_Edit","EAGrycnb7DQ","Story","Maple Bear | Comunicação",1,0,0
"Science - Lifecycle Of Turtle - A4","EAGryclngH0",,"Maple Bear | Comunicação",1,0,0
"Outdoor - 9 x 3 m","EAGrycWRP-A",,"Maple Bear | Comunicação",1,7,0
"A3_Foto_de_Turma_2024","EAGrycWJ0gc","Cartaz A3 frente e verso (horizontal)","Maple Bear | Comunicação",1,17,0
"Orientações - Ativo Imobilizado.pdf","EAGrycRFj9o","Catálogo","Maple Bear | Comunicação",1,0,0
"Stories - Carrossel 1","EAGrycELqyw","Story","Maple Bear | Comunicação",1,0,0
"Matrícula","EAGryc8-do0","Modo Foto do TikTok quadrado","Maple Bear | Comunicação",1,0,0
"Saídas Pedagógicas.docx","EAGrybofv8A","Doc","Maple Bear | Comunicação",1,0,0
"09 - Condição Especial - Setembro","EAGrybOuCvA","Post para Instagram","Maple Bear | Comunicação",1,0,0
"Ainda dá tempo","EAGryb07Qx0","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"Percursos Terry Fox Run","EAGryazYxeI",,"Maple Bear | Comunicação",1,0,0
"Folders Campanha 2024 - Infantil","EAGryai9QGo",,"Maple Bear | Comunicação",1,0,0
"Livreto Brinde - 10 x 10cm","EAGryacSzDU",,"Maple Bear | Comunicação",1,1,0
"LINHAS DE CRÉDITO.docx","EAGryabgV2U","Doc","Maple Bear | Comunicação",1,1,0
"Ficha de Fluxograma de Matrículas.docx","EAGryaTSszM","Doc","Maple Bear | Comunicação",1,0,0
"FOLHA DE PAGAMENTOS -  Indicadores.docx","EAGryaOH_Eo","Doc","Maple Bear | Comunicação",1,24,2
"Capa Linkedin","EAGryaHSvPA",,"Maple Bear | Comunicação",1,2,0
"Elementos_Arraial_Maple_Bear","EAGryaDSEn0",,"Maple Bear | Comunicação",1,0,0
"MAPLE BEAR NA ABRIN 2025","EAGrya7M3DY","1080 x 1350 px","Maple Bear | Comunicação",1,1,0
"Magazine Ad - 214mm x 285mm","EAGryZsox74",,"Maple Bear | Comunicação",1,0,0
"Alimentação Saúdável - Cardápio (1).docx","EAGryZbc3eI","Doc","Maple Bear | Comunicação",1,0,0
"Pop Socket - 4x4cm","EAGryZWp0g4",,"Maple Bear | Comunicação",1,0,0
"TV Corporativa","EAGryYvV0bM","Apresentação","Maple Bear | Comunicação",1,30,0
"Banner Menor - 80 x 120cm","EAGryYnS1H8",,"Maple Bear | Comunicação",1,2,0
"02 - Outdoors - ELE","EAGryYhgGds",,"Maple Bear | Comunicação",1,3,0
"Science - Sea Animals And The Ocean - A3","EAGryYdSCvo","Cartaz (A3 retrato)","Maple Bear | Comunicação",1,0,0
"Manual de Produção Newsletter","EAGryYcqrBo","Apresentação","Maple Bear | Comunicação",1,0,0
"06. Junho - Stories","EAGryYbus90","Story","Maple Bear | Comunicação",1,1,0
"Processo de Secretaria Escolar","EAGryYZS9_M","Documento (A4)","Maple Bear | Comunicação",1,1,0
"NPS Panfleto - A4","EAGryYFY2u8","Gráfico de mandala – 210 x 297 mm","Maple Bear | Comunicação",1,1,0
"Livreto A5","EAGryYF8Ns4",,"Maple Bear | Comunicação",1,0,0
"14 - Dia Internacional da Amizade - FEED","EAGryY9eCM0","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"TFR 2025 - Stories Instagram","EAGryY8C1jQ","Story","Maple Bear | Comunicação",1,7,0
"Olimpíadas - Quais participar e como destacamos os resultados em rede","EAGryY4pG-4",,"Maple Bear | Comunicação",1,0,0
"FGF - Feed - 1080 x 1350","EAGryXtTngM","1080 x 1350 px","Maple Bear | Comunicação",1,33,0
"Instagram - Post Carrossel 02","EAGryXfTfX8","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"TFR 2024 - Email Marketing","EAGryX_gxOs",,"Maple Bear | Comunicação",1,0,0
"SLM - Pack de Comunicação","EAGryXQyjtA","Post para Instagram","Maple Bear | Comunicação",1,1,0
"organograma.pptx","EAGryXFqxHY","Apresentação","Maple Bear | Comunicação",1,1,0
"Convite Pais - 1080 x 1080px","EAGryXBgKDY",,"Maple Bear | Comunicação",1,0,0
"TFR 2025 - Cartaz A3","EAGryWqhSPg","Cartaz A3 frente e verso (retrato)","Maple Bear | Comunicação",1,32,7
"Math - Patterns And Graph - A4","EAGryWl5cco",,"Maple Bear | Comunicação",1,0,0
"A4_Aniversariantes_do_Mês_Colaboradores","EAGryWXGONs","Documento (A4)","Maple Bear | Comunicação",1,43,2
"TFR 2024 - Save The Date","EAGryW4F1ds",,"Maple Bear | Comunicação",1,0,0
"Fatores Maple Bear - Cartões 15 x 10,5cm","EAGryW-x4dg",,"Maple Bear | Comunicação",1,0,0
"Apresentação André Quintela - Encontro Novembro.pptx","EAGryVpU3Rs","Apresentação","Maple Bear | Comunicação",1,2,1
"Moldura Post","EAGryVd_7v8","Post para Instagram","Maple Bear | Comunicação",1,0,0
"15’’ - Legendado Final Editável","EAGryV1uBtI","Vídeo","Maple Bear | Comunicação",1,1,0
"Aconteceu Na Maple","EAGryUyH5s0","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"MODELO CARDÁPIO.pdf","EAGryUuj624","Catálogo","Maple Bear | Comunicação",1,0,0
"Sanfoneiro","EAGryUjVEo0",,"Maple Bear | Comunicação",1,1,0
"Moldura Feed","EAGryUMhwcU","1080 x 1350 px","Maple Bear | Comunicação",1,23,0
"Pack Comunicação - 2025","EAGryU8S20U","1080 x 1350 px","Maple Bear | Comunicação",1,2,0
"Stories - Estáticas","EAGryToywhQ","Story","Maple Bear | Comunicação",1,1,0
"FEED_A_importância_da_leitura","EAGryToXljY","1080 x 1350 px","Maple Bear | Comunicação",1,11,0
"Pasta L 2024","EAGryTo0FzQ",,"Maple Bear | Comunicação",1,2,0
"Manual do  Administrativo Maple Bear.pdf","EAGryTVct-k","Capa para perfil do Zoom","Maple Bear | Comunicação",1,1,0
"Maple_Bear_Cantareira_FEED_Arraial","EAGryTSr-E8","Post para Instagram (4:5)","Maple Bear | Comunicação",1,0,0
"Fatores MB para vencer - Middle Years e High School","EAGryT10WqA",,"Maple Bear | Comunicação",1,5,0
"10x14cm_Cartão_Aniversário_Pais","EAGrySzghO8",,"Maple Bear | Comunicação",1,22,0
"Posts - 1080 x 1080","EAGrySxB4yY",,"Maple Bear | Comunicação",1,1,0
"CJ Students - Save The Date","EAGryStwW78","Post para Instagram","Maple Bear | Comunicação",1,1,0
"Tenis","EAGrySqv7qg",,"Maple Bear | Comunicação",1,5,1
"Bate-Papo MB - Stories Estáticos - 1080 x1920","EAGrySjytXE","Story","Maple Bear | Comunicação",1,27,0
"Magazine Ad - 214mm x 285mm 2024","EAGrySM-2KA",,"Maple Bear | Comunicação",1,7,0
"TFR 2024 - Vídeo Institucional Personalizável","EAGrySJ2rfk","Vídeo para dispositivos móveis","Maple Bear | Comunicação",1,0,0
"TFR 2025 - Feed Instagram e Whatsapp","EAGrySH3JWE",,"Maple Bear | Comunicação",1,2,0
"TFR - Mídia Off - 576 x 1152 px","EAGrySBbHks",,"Maple Bear | Comunicação",1,0,0
"Régua de Aquecimento - 1080 x 1080","EAGryS6AxJ4","Post para Instagram","Maple Bear | Comunicação",1,0,0
"10 - Condição Especial - Outubro","EAGryS5WzkE","Post para Instagram","Maple Bear | Comunicação",1,9,0
"Como a Toddle pode fortalecer a parceria entre escola e família","EAGryRzfShY",,"Maple Bear | Comunicação",1,0,0
"15 - Dia Internacional das Famílias","EAGryRyoPuU","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"Cópia de PAPEL TIMBRADO","EAGryRxQJZ4","Documento (A4)","Maple Bear | Comunicação",1,7,2
"Matrícula e Rematrícula - Story","EAGryRwJr30","Story","Maple Bear | Comunicação",1,1,0
"Como planejar sua colonia de ferias.docx","EAGryRpNgaU","Doc","Maple Bear | Comunicação",1,0,0
"Papel Timbrado A4","EAGryRmW1Jk","Documento (A4)","Maple Bear | Comunicação",1,0,0
"Inclua os dados aqui!","EAGryRXnYgU","Apresentação","Maple Bear | Comunicação",1,1,4
"Agenda Escolar 2024","EAGryRPvInw",,"Maple Bear | Comunicação",1,0,0
"Kit Terry Fox Run","EAGryRMFXt0","1080 x 1350 px","Maple Bear | Comunicação",1,0,1
"Pasta L - Campanha","EAGryR3jRGA",,"Maple Bear | Comunicação",1,0,0
"Stories - 1080 x 1920","EAGryQvqwbw","Story","Maple Bear | Comunicação",1,3,0
"Agenda High School Summit","EAGryQtJ7n4","1080 x 1350 px","Maple Bear | Comunicação",1,0,0
"Agenda Escolar","EAGryQlwweg",,"Maple Bear | Comunicação",1,0,0
"New Arrivals na Maple Bear - Adaptação de Alunos Ingressantes A Partir do Year 2","EAGryQO5wec",,"Maple Bear | Comunicação",1,1,0
"Banner Maior - 120 x 180cm","EAGryQD8jPM",,"Maple Bear | Comunicação",1,0,0
"TERMO DE CONFIDENCIALIDADE Modelo simples.pdf","EAGryQ8I9NQ","Catálogo","Maple Bear | Comunicação",1,0,0
"1080x1920px_MB_Experience_Day_Performance_01","EAG5GEtxzfw","Vídeo","Maple Bear | Comunicação",1,2,0
"1080x1920px_MB_Experience_Day_Performance_03","EAG5GDxLNRo","Vídeo","Maple Bear | Comunicação",1,1,0
"12. Dezembro - Reels","EAG4mdzPkzQ","Story","Maple Bear | Comunicação",1,2,0
"Capa - 27.11","EAG3xkMFhJ0","Story","Maple Bear | Comunicação",1,1,0
"Cópia de 10. Outubro - Stories","EAG3YrEo9hw","Story","Maple Bear | Comunicação",1,0,0
"Cópia de Papel Timbrado A4","EAG32gy2PNg","Documento (A4)","Maple Bear | Comunicação",1,1,0
"Cards ECE - A5","EAG1srD8jZo",,"Joao Felipe Gutierrez de Freitas",1,1,0
"Summer Camp 2026 - Stories","EAG1ab5Pqnk","Story","Maple Bear | Comunicação",1,0,0
"Vídeo 12.10","EAG0lZqCOVA","Vídeo para dispositivos móveis","Maple Bear | Comunicação",1,0,0
"Post 01.10","EAG0lXAkPrM","Post para Instagram (4:5)","Maple Bear | Comunicação",1,1,0
"Vídeo 15.10","EAG0fo5h2QY",,"Maple Bear | Comunicação",1,0,0
"Vídeo 10.10 ","EAG0fo-DGJ0",,"Maple Bear | Comunicação",1,1,0
"Capa 10.10","EAG0fkgobOg","Story","Maple Bear | Comunicação",1,1,0
"Cantando","EAGzbzgf2yo",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Cowboy","EAGzbzfPhKw",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Tenis","EAGzbzMt9e0",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Mom","EAGzby7-EjA",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Beach Tennis","EAGzbxhgB1I",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Natal","EAGzbxU62mU",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Varinha mágica","EAGzbwHHorQ","Post para Instagram","RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Chinook com Boia","EAGzb_usdbE","Post para Instagram","RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Sanfoneiro","EAGzb_U_os8",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Arraial","EAGzb_CqXv4",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Placar","EAGzb8ch8fQ",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Capoeira","EAGzb8QXp5g",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Carro","EAGzb85mJkI",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Festa Junina 2024","EAGzb7M8RKU",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Pijama","EAGzb7IlazI","Post para Instagram","RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Inverno","EAGzb78BEmI",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Flautista","EAGzb6jp7yU",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Chinook_Kimono","EAGzb6eFMCI",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Futebol","EAGzb6NZ0MU",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Brincando na areia","EAGzb6JdsUQ",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Mother's Day","EAGzb6FWv3k",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Equitação","EAGzb5dyK6Q",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Bandeira_BrasilCanada","EAGzb5MfAFA",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Festa Junina","EAGzb5Dzusw",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Natação","EAGzb50Ipsg",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Father's Day","EAGzb4gtdQw",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Chinook Pedalando","EAGzb4a6b8o",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Happy Birthday","EAGzb2tdhW4",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Chinook Bombeiro","EAGzb1holeE",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Carnaval","EAGzb1ciUHk",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Xadrez","EAGzb0wRzFk","Post para Instagram","RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Chef","EAGzb0CaonQ",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Easter","EAGzb08v3ZY",,"RAFHAEL NAZEAZENO PEREIRA",0,0,0
"Planejamento Outubro","EAGz_2YM8D8","Planilha","Maple Bear | Comunicação",0,0,0
"Trend ""por causa de você..""","EAGzXacY8S0","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Guidebook Monty.pdf","EAGyxoTynHU","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"Banner Rotativo - Plataforma de Mkt","EAGyxhzbiNs","Apresentação","Maple Bear | Comunicação",0,1,0
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGyxhJcRVU","Apresentação","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 2","EAGysIKlx34",,"Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 2","EAGysDZrD-0","Story","Maple Bear | Comunicação",0,0,0
"Resultado ENEM 2024","EAGyk36Hfvc","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"09 - SLM+ Setembro - Condições","EAGyffl9kfo","Post para Instagram (4:5)","Maple Bear | Comunicação",0,2,0
"RRM4 → Assinatura de Contrato.pdf","EAGxebbGKwM","A4","Maple Bear | Comunicação",0,0,0
"RRM 2 → Escolha do Plano Financeiro.pdf","EAGxeWpq3eE","A4","Maple Bear | Comunicação",0,0,0
"RRM 1 → Atualização de dados.pdf","EAGxeWQznG4","A4","Maple Bear | Comunicação",0,0,0
"RRM 3 → Compra do SLM.pdf","EAGxeR8jxAA","A4","Maple Bear | Comunicação",0,0,0
"Rematrícula v2 - Régua de Rematrícula (2).jpg","EAGxeR3BWsg",,"Maple Bear | Comunicação",0,0,0
"07. Dia da Independência do Brasil","EAGxYdDAJ50","Post para Instagram (4:5)","Maple Bear | Comunicação",0,12,0
"08. Dia Mundial da Alfabetização","EAGxYQXoagI","Post para Instagram (4:5)","Maple Bear | Comunicação",0,11,0
"Cópia de Post 2 - Bear Games","EAGxXmsFpEg","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Cópia de 08. Agosto - Stories","EAGxMOCKCn8","Story","Maple Bear | Comunicação",0,0,0
"09. Setembro - Stories","EAGxMEoG2Yc","Story","Maple Bear | Comunicação",0,0,0
"Cópia de 08. Agosto - Feed","EAGxMABtW4U","Post para Instagram","Maple Bear | Comunicação",0,0,0
"MB Project Webinar ES - Setembro, 2025_compressed.pdf","EAGx9KFPbLE",,"Maple Bear | Comunicação",0,1,0
"capa 29.09","EAGx8vmQur0","Story","Maple Bear | Comunicação",0,0,0
"capa 11.09","EAGx8RfEpO0","Story","Maple Bear | Comunicação",0,0,0
"Cópia de Bear Games - Email Marketing","EAGx2qhR1dE",,"Maple Bear | Comunicação",0,0,0
"Moldura - Stories","EAGwtoynJRs","Story","Maple Bear | Comunicação",0,21,0
"Moldura - Feed","EAGwtiZHCLk","Post para Instagram (4:5)","Maple Bear | Comunicação",0,22,0
"20.08 - Resultado ENEM 2024","EAGwmzBvnTU","Post para Instagram (4:5)","Maple Bear | Comunicação",0,11,0
"Stories - Estáticos","EAGwhtA9Vuw","Story","Maple Bear | Comunicação",0,0,0
"Feed - Estáticos","EAGwhIuMcRw","Post para Instagram (4:5)","Maple Bear | Comunicação",0,3,0
"Feed - Carrossel 02","EAGwci3NyY4","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 01","EAGwcho_jb0","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
"Post Trend - Ex. Day 30/08","EAGwbm9X0jw","Post para Instagram (4:5)","Maple Bear | Comunicação",0,0,0
" Como captar patrocínio? Guia rápido para escolas","EAGwb_uPFw8","Miniatura do YouTube","Maple Bear | Comunicação",0,1,3
"Régua de Aquecimento","EAGwKc7_CSc",,"Maple Bear | Comunicação",0,8,0
"Régua de Follow Up","EAGwKWrYpA0",,"Maple Bear | Comunicação",0,0,0
"Cópia de Régua de Follow Up","EAGwKTdqvtg",,"Maple Bear | Comunicação",0,0,0
"Cópia de Layout Apresentação - 1920 x 1080 px","EAGwJgj0F5I","Apresentação","Maple Bear | Comunicação",0,0,0
"Stories - 1080 x 1920","EAGwEziMKMU","Story","Maple Bear | Comunicação",0,0,0
"Anúncio - 1200 x 628","EAGwE61ayag","Anúncio para Facebook","Maple Bear | Comunicação",0,0,0
"Feed - 1080 x 1080","EAGwE0jDC4U","Post para Instagram","Maple Bear | Comunicação",0,0,0
"MB_Catalogo_AcoesFormativas_V4 8 (1).pdf","EAGvhJwRjKY",,"Maple Bear | Comunicação",0,2,0
"Régua de Aquecimento","EAGvIvcZYtw","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Stories - Estáticas","EAGvIv36494","Story","Maple Bear | Comunicação",0,0,0
"Atividades ELE - A4","EAGvIumUKjE","A4 (horizontal)","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 1","EAGvIuNje8w","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 2","EAGvIuFDD6Y","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Régua de Aquecimento","EAGvItjz-6c","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Stories - Carrossel 1","EAGvItgdJJA","Story","Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGvItZfWdc","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Cards ECE - A5","EAGvIs_Q0wM",,"Maple Bear | Comunicação",0,0,0
"Feed - Estáticas","EAGvIsFes2k","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 1","EAGvIrccmDk","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Moldura Feed","EAGvIrPgpPw","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Performance - Carrossel 2","EAGvIqOWYUo","Anúncio para feed","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 1","EAGvIq58cU4","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Feed - Carrossel 2","EAGvIq-O9tk","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
"Moldura Feed","EAGvIpvZ8WI","1080 x 1350 px","Maple Bear | Comunicação",0,0,0
